id,det_prob,start_time,end_time,high_freq,low_freq,class,class_prob
0,0.516,0.0895,0.0983,53577,50390,Pipistrellus pygmaeus,0.485
1,0.522,0.1855,0.1955,55093,51250,Pipistrellus pygmaeus,0.48
2,0.644,0.4255,0.4339,54149,51250,Pipistrellus pygmaeus,0.594
3,0.466,0.5195,0.5312,51911,49531,Pipistrellus pygmaeus,0.357
4,0.567,0.6055,0.6138,55131,51250,Pipistrellus pygmaeus,0.499
5,0.569,0.8555,0.8635,55765,52109,Pipistrellus pygmaeus,0.483
6,0.503,0.9505,0.9617,53436,50390,Pipistrellus pygmaeus,0.457
7,0.641,1.0405,1.0497,55039,51250,Pipistrellus pygmaeus,0.585
8,0.593,1.2885,1.2993,54394,51250,Pipistrellus pipistrellus,0.284
9,0.526,1.4605,1.4707,53325,50390,Pipistrellus pygmaeus,0.449
10,0.626,1.5495,1.5585,56221,52109,Pipistrellus pipistrellus,0.302
11,0.569,1.6425,1.6518,55368,52109,Pipistrellus pygmaeus,0.513
12,0.573,1.8235,1.8331,54060,51250,Pipistrellus pygmaeus,0.512
13,0.412,1.9775,1.9892,55463,52109,Pipistrellus pygmaeus,0.258
14,0.459,2.0655,2.0797,52168,49531,Pipistrellus pipistrellus,0.251
15,0.436,2.1585,2.1724,54800,51250,Pipistrellus pygmaeus,0.372
16,0.52,2.4065,2.4173,54338,51250,Pipistrellus pygmaeus,0.415
17,0.502,2.4985,2.5108,55198,51250,Pipistrellus pygmaeus,0.421
18,0.513,2.6835,2.6963,53468,50390,Pipistrellus pygmaeus,0.345
19,0.599,2.7805,2.7926,54450,51250,Pipistrellus pygmaeus,0.576
20,0.479,2.8705,2.8823,54830,51250,Pipistrellus pygmaeus,0.245
21,0.53,3.0535,3.0668,53287,50390,Pipistrellus pipistrellus,0.291
22,0.47,3.4175,3.4351,53060,50390,Pipistrellus pygmaeus,0.283
23,0.404,3.5985,3.6095,53240,49531,Pipistrellus pipistrellus,0.271
24,0.442,3.7675,3.7864,56445,52109,Pipistrellus pygmaeus,0.242
25,0.408,5.6805,5.6922,55562,52109,Pipistrellus pygmaeus,0.366
26,0.443,6.0355,6.0461,55626,52109,Pipistrellus pygmaeus,0.42
27,0.52,6.2025,6.2169,54758,51250,Pipistrellus pygmaeus,0.464
28,0.414,6.4545,6.4693,52998,50390,Pipistrellus pygmaeus,0.309
29,0.429,6.6425,6.6568,51570,49531,Pipistrellus pygmaeus,0.222
30,0.51,6.7375,6.7569,52982,50390,Pipistrellus pygmaeus,0.3
31,0.576,6.8345,6.8464,55710,51250,Pipistrellus pygmaeus,0.347
32,0.402,6.9895,7.0146,52479,49531,Pipistrellus pipistrellus,0.249
33,0.602,7.2405,7.2509,54122,50390,Pipistrellus pygmaeus,0.521
34,0.518,7.4245,7.4364,54460,51250,Pipistrellus pygmaeus,0.41
