id,det_prob,start_time,end_time,high_freq,low_freq,class,class_prob
0,0.73,0.0925,0.0983,64996,46953,Pipistrellus pipistrellus,0.72
1,0.72,0.1835,0.1883,61451,46953,Pipistrellus pipistrellus,0.713
2,0.744,0.2685,0.2742,64537,46953,Pipistrellus pipistrellus,0.725
3,0.785,0.3525,0.3579,66793,46953,Pipistrellus pipistrellus,0.772
4,0.783,0.4365,0.4417,68277,46953,Pipistrellus pipistrellus,0.773
5,0.804,0.5215,0.5267,71565,46953,Pipistrellus pipistrellus,0.798
6,0.775,0.6025,0.6079,70904,47812,Pipistrellus pipistrellus,0.764
7,0.76,0.6845,0.6905,69978,46953,Pipistrellus pipistrellus,0.75
8,0.777,0.7655,0.7715,72927,46953,Pipistrellus pipistrellus,0.767
9,0.816,0.8535,0.859,75301,46953,Pipistrellus pipistrellus,0.81
10,0.753,0.9425,0.9477,70905,46953,Pipistrellus pipistrellus,0.745
11,0.776,1.0325,1.0396,83649,46953,Pipistrellus pipistrellus,0.772
12,0.71,1.1145,1.1211,78069,46953,Pipistrellus pipistrellus,0.702
13,0.791,1.2035,1.2101,80167,46953,Pipistrellus pipistrellus,0.784
14,0.734,1.2865,1.2921,71048,46953,Pipistrellus pipistrellus,0.729
15,0.686,1.3645,1.3714,75650,46953,Pipistrellus pipistrellus,0.681
16,0.776,1.4465,1.4534,83514,46953,Pipistrellus pipistrellus,0.774
17,0.763,1.5305,1.5372,78006,46953,Pipistrellus pipistrellus,0.754
18,0.771,1.6135,1.6194,84212,47812,Pipistrellus pipistrellus,0.768
19,0.725,1.6975,1.7031,77874,46093,Pipistrellus pipistrellus,0.719
20,0.705,1.7825,1.7882,82504,46093,Pipistrellus pipistrellus,0.701
21,0.714,1.8715,1.8774,75970,46093,Pipistrellus pipistrellus,0.706
22,0.726,1.9625,1.9683,82021,46093,Pipistrellus pipistrellus,0.721
23,0.786,2.0515,2.058,85775,46093,Pipistrellus pipistrellus,0.773
24,0.746,2.1365,2.1427,88931,46953,Pipistrellus pipistrellus,0.743
25,0.763,2.2205,2.2269,89828,46093,Pipistrellus pipistrellus,0.761
26,0.781,2.3065,2.3132,89787,46093,Pipistrellus pipistrellus,0.778
27,0.733,2.3995,2.4057,89385,46953,Pipistrellus pipistrellus,0.729
28,0.702,2.4845,2.4908,87655,46093,Pipistrellus pipistrellus,0.698
29,0.742,2.5635,2.57,86894,45234,Pipistrellus pipistrellus,0.72
30,0.754,2.6425,2.6494,88923,46093,Pipistrellus pipistrellus,0.747
31,0.817,2.7235,2.7296,77904,46953,Pipistrellus pipistrellus,0.804
32,0.724,2.8105,2.8171,76701,46093,Pipistrellus pipistrellus,0.713
33,0.768,2.8985,2.9044,73364,46093,Pipistrellus pipistrellus,0.755
34,0.757,2.9905,2.9974,83476,45234,Pipistrellus pipistrellus,0.746
35,0.527,3.0025,3.0078,78835,44375,Pipistrellus pipistrellus,0.515
36,0.81,3.0805,3.0856,69237,46093,Pipistrellus pipistrellus,0.803
37,0.788,3.1675,3.1738,85085,45234,Pipistrellus pipistrellus,0.785
38,0.759,3.2525,3.2585,82069,45234,Pipistrellus pipistrellus,0.753
39,0.776,3.3365,3.3424,70727,46093,Pipistrellus pipistrellus,0.698
40,0.479,3.3475,3.3532,68659,46093,Pipistrellus pipistrellus,0.475
41,0.798,3.4235,3.4302,82380,44375,Pipistrellus pipistrellus,0.787
42,0.752,3.4925,3.4983,79297,44375,Pipistrellus pipistrellus,0.738
43,0.444,3.5015,3.5072,68815,44375,Pipistrellus pipistrellus,0.402
44,0.77,3.5665,3.5735,82089,44375,Pipistrellus pipistrellus,0.735
45,0.788,3.6435,3.6493,71999,45234,Pipistrellus pipistrellus,0.766
46,0.433,3.6525,3.6588,65813,46093,Pipistrellus pipistrellus,0.425
47,0.767,3.7285,3.7333,66906,46093,Pipistrellus pipistrellus,0.756
48,0.705,3.8035,3.8086,66348,46953,Pipistrellus pipistrellus,0.678
49,0.759,3.8925,3.8972,65080,46093,Pipistrellus pipistrellus,0.743
50,0.746,3.9825,3.9884,69026,46093,Pipistrellus pipistrellus,0.69
51,0.771,4.0745,4.0799,69753,46093,Pipistrellus pipistrellus,0.764
52,0.741,4.1725,4.1774,69297,46953,Pipistrellus pipistrellus,0.735
53,0.745,4.2585,4.2632,62280,46953,Pipistrellus pipistrellus,0.738
54,0.783,4.3395,4.3447,68852,46093,Pipistrellus pipistrellus,0.779
55,0.76,4.4215,4.427,68701,46093,Pipistrellus pipistrellus,0.753
56,0.669,4.5125,4.5214,59969,46953,Pipistrellus pipistrellus,0.647
57,0.783,4.6085,4.6149,74047,46093,Pipistrellus pipistrellus,0.773
58,0.806,4.7225,4.7289,71522,46093,Pipistrellus pipistrellus,0.789
59,0.76,4.8265,4.8329,76757,46953,Pipistrellus pipistrellus,0.755
60,0.761,4.9265,4.9321,71664,46093,Pipistrellus pipistrellus,0.754
61,0.745,5.0385,5.0447,72517,46953,Pipistrellus pipistrellus,0.729
62,0.729,5.1155,5.1219,86212,46953,Pipistrellus pipistrellus,0.724
63,0.72,5.1965,5.202,73067,46953,Pipistrellus pipistrellus,0.681
64,0.709,5.2735,5.2799,85941,46953,Pipistrellus pipistrellus,0.704
65,0.762,5.3485,5.3545,75910,46953,Pipistrellus pipistrellus,0.752
66,0.729,5.4325,5.4397,88358,45234,Pipistrellus pipistrellus,0.726
67,0.78,5.5165,5.5229,82765,46953,Pipistrellus pipistrellus,0.777
68,0.744,5.6065,5.6127,83078,46953,Pipistrellus pipistrellus,0.742
69,0.719,5.6985,5.7049,78290,46093,Pipistrellus pipistrellus,0.713
