id,det_prob,start_time,end_time,high_freq,low_freq,class,class_prob
0,0.582,0.1285,0.1365,37874,27187,Eptesicus serotinus,0.472
1,0.66,0.3995,0.4062,37875,27187,Eptesicus serotinus,0.51
2,0.631,0.5525,0.5601,40769,28046,Eptesicus serotinus,0.545
3,0.46,0.6645,0.6723,41219,28046,Eptesicus serotinus,0.403
4,0.712,0.7575,0.7639,44085,28046,Eptesicus serotinus,0.639
5,0.688,0.8785,0.8838,46274,28906,Eptesicus serotinus,0.583
6,0.709,1.0215,1.0276,43358,27187,Eptesicus serotinus,0.633
7,0.712,1.1505,1.1578,48693,28046,Eptesicus serotinus,0.643
8,0.724,1.2945,1.3019,48792,27187,Eptesicus serotinus,0.659
9,0.722,1.4325,1.4389,45932,27187,Eptesicus serotinus,0.659
10,0.616,1.5115,1.5192,37879,28046,Eptesicus serotinus,0.445
11,0.735,1.6005,1.6081,43889,28046,Eptesicus serotinus,0.672
12,0.71,1.7185,1.7247,41842,28046,Eptesicus serotinus,0.619
13,0.691,1.8625,1.8699,47005,27187,Eptesicus serotinus,0.626
14,0.418,2.0015,2.0115,39711,27187,Eptesicus serotinus,0.33
15,0.729,2.0715,2.0797,51562,27187,Eptesicus serotinus,0.653
16,0.708,2.1435,2.1521,51268,26328,Eptesicus serotinus,0.655
17,0.699,2.2275,2.2367,45392,26328,Eptesicus serotinus,0.635
18,0.724,2.3265,2.3355,54117,26328,Eptesicus serotinus,0.658
19,0.722,2.4565,2.4637,49100,28046,Eptesicus serotinus,0.644
20,0.718,2.6075,2.6147,53331,27187,Eptesicus serotinus,0.656
21,0.713,2.7545,2.7611,53054,27187,Eptesicus serotinus,0.633
22,0.701,2.8465,2.8538,40543,27187,Eptesicus serotinus,0.623
23,0.733,2.9265,2.9352,53649,26328,Eptesicus serotinus,0.683
24,0.746,3.0385,3.0462,49096,26328,Eptesicus serotinus,0.651
25,0.66,3.1385,3.1469,46009,27187,Eptesicus serotinus,0.589
26,0.719,3.2495,3.257,50843,27187,Eptesicus serotinus,0.623
27,0.707,3.4025,3.41,46055,26328,Eptesicus serotinus,0.627
28,0.717,3.5345,3.5418,50475,26328,Eptesicus serotinus,0.645
29,0.692,3.6725,3.6796,50263,27187,Eptesicus serotinus,0.611
30,0.706,3.8195,3.8288,51732,25468,Eptesicus serotinus,0.657
31,0.749,3.9605,3.9688,49092,26328,Eptesicus serotinus,0.689
32,0.687,4.1105,4.1181,48306,26328,Eptesicus serotinus,0.636
33,0.682,4.2575,4.2665,46509,26328,Eptesicus serotinus,0.614
34,0.737,4.3595,4.3683,51379,26328,Eptesicus serotinus,0.653
35,0.749,4.4365,4.4465,49143,25468,Eptesicus serotinus,0.684
36,0.727,4.5385,4.5491,46368,25468,Eptesicus serotinus,0.662
37,0.65,4.6435,4.652,44010,26328,Eptesicus serotinus,0.588
38,0.729,4.7635,4.7733,49082,25468,Eptesicus serotinus,0.659
39,0.714,4.8805,4.8902,50711,24609,Eptesicus serotinus,0.652
40,0.722,5.0035,5.0127,54330,26328,Eptesicus serotinus,0.67
41,0.739,5.1135,5.1225,55932,26328,Eptesicus serotinus,0.675
42,0.74,5.2185,5.2265,51528,26328,Eptesicus serotinus,0.665
43,0.636,5.2865,5.2937,47478,24609,Eptesicus serotinus,0.558
44,0.528,5.3305,5.3373,41135,22890,Eptesicus serotinus,0.359
45,0.554,5.3445,5.3516,42887,22890,Eptesicus serotinus,0.411
46,0.426,5.7385,5.7509,37573,28046,Eptesicus serotinus,0.351
47,0.632,5.8705,5.8798,40992,27187,Eptesicus serotinus,0.579
48,0.679,5.9865,5.9947,52570,27187,Eptesicus serotinus,0.611
49,0.704,6.1015,6.1081,43200,27187,Eptesicus serotinus,0.631
50,0.628,6.2235,6.2305,38115,27187,Eptesicus serotinus,0.537
51,0.605,6.3505,6.3583,42413,28046,Eptesicus serotinus,0.55
52,0.52,6.4775,6.4869,39256,28906,Eptesicus serotinus,0.438
53,0.637,6.6025,6.61,43176,28046,Eptesicus serotinus,0.571
54,0.684,6.7275,6.734,43049,28046,Eptesicus serotinus,0.605
55,0.667,6.8625,6.8689,41601,28046,Eptesicus serotinus,0.586
56,0.669,6.9985,7.0057,40220,27187,Eptesicus serotinus,0.594
57,0.59,7.1315,7.1395,40210,27187,Eptesicus serotinus,0.529
58,0.652,7.2625,7.2693,39958,27187,Eptesicus serotinus,0.575
59,0.639,7.3965,7.4036,41115,28046,Eptesicus serotinus,0.563
60,0.702,7.5255,7.5323,41390,27187,Eptesicus serotinus,0.626
61,0.677,7.6495,7.6561,40517,27187,Eptesicus serotinus,0.592
62,0.744,7.7865,7.7939,49115,26328,Eptesicus serotinus,0.675
63,0.603,7.9305,7.9381,38667,27187,Eptesicus serotinus,0.532
64,0.42,7.9595,7.9677,37056,28906,Eptesicus serotinus,0.309
65,0.687,8.1125,8.1209,39732,27187,Eptesicus serotinus,0.56
66,0.709,8.2655,8.2721,40480,27187,Eptesicus serotinus,0.625
67,0.671,8.4205,8.4273,39605,26328,Eptesicus serotinus,0.589
68,0.646,8.5595,8.5669,38710,28046,Eptesicus serotinus,0.511
69,0.6,8.6965,8.7037,39679,27187,Eptesicus serotinus,0.52
70,0.595,8.9595,8.9669,38613,27187,Eptesicus serotinus,0.499
71,0.655,9.1315,9.1381,38854,27187,Eptesicus serotinus,0.519
72,0.663,9.2705,9.2764,39669,27187,Eptesicus serotinus,0.555
73,0.644,9.4015,9.4068,40528,26328,Eptesicus serotinus,0.556
74,0.662,9.5355,9.5424,39215,27187,Eptesicus serotinus,0.509
75,0.619,9.6615,9.6674,40203,27187,Eptesicus serotinus,0.52
76,0.415,9.8075,9.816,35992,28046,Eptesicus serotinus,0.297
77,0.467,9.8925,9.9014,33551,26328,Eptesicus serotinus,0.28
78,0.432,9.9745,9.9832,36501,28046,Eptesicus serotinus,0.311
79,0.609,10.0885,10.0953,36756,25468,Eptesicus serotinus,0.495
80,0.622,10.2195,10.2263,38389,27187,Eptesicus serotinus,0.496
81,0.623,10.3575,10.3643,36562,27187,Eptesicus serotinus,0.423
82,0.664,10.4765,10.4828,38024,26328,Eptesicus serotinus,0.542
83,0.681,10.5845,10.5906,39373,26328,Eptesicus serotinus,0.587
84,0.731,10.7555,10.7627,42291,26328,Eptesicus serotinus,0.636
85,0.712,10.8625,10.8696,47651,28046,Eptesicus serotinus,0.561
86,0.592,11.0615,11.0686,41266,28046,Eptesicus serotinus,0.502
87,0.623,11.1735,11.1802,39191,27187,Eptesicus serotinus,0.521
88,0.617,11.2975,11.3042,39077,28046,Eptesicus serotinus,0.478
89,0.509,11.4185,11.4279,35937,28046,Eptesicus serotinus,0.343
90,0.604,11.5645,11.5716,38002,28046,Eptesicus serotinus,0.44
91,0.686,11.6875,11.6935,39949,27187,Eptesicus serotinus,0.548
92,0.671,11.8415,11.848,41675,27187,Eptesicus serotinus,0.596
93,0.692,12.0035,12.0108,44646,27187,Eptesicus serotinus,0.644
94,0.701,12.1375,12.1437,47076,27187,Eptesicus serotinus,0.635
95,0.717,12.2745,12.2813,47067,27187,Eptesicus serotinus,0.658
96,0.662,12.4015,12.4083,48667,28046,Eptesicus serotinus,0.606
97,0.711,12.5475,12.5552,43781,28046,Eptesicus serotinus,0.645
98,0.718,12.6805,12.688,48370,27187,Eptesicus serotinus,0.669
99,0.702,12.8125,12.8208,48555,28046,Eptesicus serotinus,0.647
100,0.743,12.9425,12.9497,52046,27187,Eptesicus serotinus,0.688
101,0.694,13.3325,13.3399,42708,27187,Eptesicus serotinus,0.638
102,0.672,13.6145,13.621,44265,27187,Eptesicus serotinus,0.604
103,0.701,13.7515,13.7591,43785,26328,Eptesicus serotinus,0.641
104,0.712,13.8845,13.8929,50068,26328,Eptesicus serotinus,0.65
105,0.689,14.0145,14.0221,51949,27187,Eptesicus serotinus,0.626
106,0.736,14.1595,14.1675,50080,27187,Eptesicus serotinus,0.691
107,0.708,14.2995,14.3081,56637,27187,Eptesicus serotinus,0.662
108,0.706,14.4375,14.4454,52764,27187,Eptesicus serotinus,0.65
109,0.731,14.5135,14.5227,51119,27187,Eptesicus serotinus,0.675
110,0.642,14.5935,14.6016,53187,27187,Eptesicus serotinus,0.59
111,0.661,14.7055,14.7142,50614,26328,Eptesicus serotinus,0.618
112,0.669,14.8425,14.8503,49206,26328,Eptesicus serotinus,0.622
113,0.651,14.9785,14.9866,44516,27187,Eptesicus serotinus,0.593
