id,det_prob,start_time,end_time,high_freq,low_freq,class,class_prob
0,0.767,0.1375,0.1438,50438,40937,Pipistrellus nathusii,0.758
1,0.777,0.2615,0.2705,48715,40937,Pipistrellus nathusii,0.766
2,0.558,0.3925,0.3998,46965,41796,Pipistrellus nathusii,0.549
3,0.845,0.5825,0.5901,48834,40078,Pipistrellus nathusii,0.84
4,0.814,0.6745,0.6808,53760,41796,Pipistrellus nathusii,0.803
5,0.885,0.8615,0.8687,52401,40078,Pipistrellus nathusii,0.881
6,0.844,1.0435,1.0521,48526,40078,Pipistrellus nathusii,0.835
7,0.859,1.2295,1.2378,48322,40078,Pipistrellus nathusii,0.857
8,0.85,1.4105,1.4188,47709,40078,Pipistrellus nathusii,0.847
9,0.871,1.6795,1.6871,51421,40078,Pipistrellus nathusii,0.867
10,0.874,1.8645,1.8714,60875,40078,Pipistrellus nathusii,0.869
11,0.896,2.0325,2.0387,69283,40937,Pipistrellus nathusii,0.892
12,0.891,2.2225,2.2293,75270,40078,Pipistrellus nathusii,0.889
13,0.872,2.4015,2.4083,73354,40078,Pipistrellus nathusii,0.87
14,0.868,2.5935,2.6001,72278,39218,Pipistrellus nathusii,0.863
15,0.869,2.7875,2.7932,64702,39218,Pipistrellus nathusii,0.867
16,0.854,3.0025,3.0093,48302,38359,Pipistrellus nathusii,0.851
17,0.887,3.2205,3.2269,61800,39218,Pipistrellus nathusii,0.882
18,0.784,3.3495,3.3573,59105,40078,Pipistrellus nathusii,0.78
19,0.83,3.5435,3.5503,60547,39218,Pipistrellus nathusii,0.826
20,0.808,3.7295,3.7369,60611,39218,Pipistrellus nathusii,0.804
21,0.848,3.9265,3.9329,60810,39218,Pipistrellus nathusii,0.842
22,0.838,4.1155,4.1234,61464,40078,Pipistrellus nathusii,0.816
23,0.826,4.3235,4.3305,54492,40078,Pipistrellus nathusii,0.815
24,0.84,4.5365,4.5448,47340,38359,Pipistrellus nathusii,0.831
25,0.775,4.7265,4.7352,45850,39218,Pipistrellus nathusii,0.77
26,0.785,4.9325,4.9412,43694,38359,Pipistrellus nathusii,0.781
27,0.779,5.1395,5.1499,43760,38359,Pipistrellus nathusii,0.776
28,0.817,5.4515,5.4614,43037,37500,Pipistrellus nathusii,0.814
29,0.709,5.7505,5.7617,42861,37500,Pipistrellus nathusii,0.704
30,0.51,5.9055,5.9181,42823,38359,Pipistrellus nathusii,0.496
31,0.669,6.0905,6.0997,43638,38359,Pipistrellus nathusii,0.661
32,0.644,6.3925,6.4034,42513,38359,Pipistrellus nathusii,0.633
33,0.54,7.0045,7.0163,43778,38359,Pipistrellus nathusii,0.523
34,0.487,7.3455,7.3553,43110,38359,Pipistrellus nathusii,0.433
