id,det_prob,start_time,end_time,high_freq,low_freq,class,class_prob
0,0.772,0.1395,0.1471,51793,39218,Pipistrellus nathusii,0.764
1,0.745,0.2685,0.278,45470,38359,Pipistrellus nathusii,0.732
2,0.84,0.4135,0.4204,52451,38359,Pipistrellus nathusii,0.831
3,0.854,0.5735,0.5807,51014,38359,Pipistrellus nathusii,0.849
4,0.87,0.6855,0.693,53348,39218,Pipistrellus nathusii,0.861
5,0.856,0.8015,0.8095,45465,37500,Pipistrellus nathusii,0.851
6,0.849,0.9595,0.9671,51729,38359,Pipistrellus nathusii,0.843
7,0.793,1.1105,1.1196,45272,37500,Pipistrellus nathusii,0.782
8,0.853,1.2685,1.278,44151,37500,Pipistrellus nathusii,0.848
9,0.849,1.4305,1.4391,42868,36640,Pipistrellus nathusii,0.845
10,0.806,1.5815,1.5936,42838,36640,Pipistrellus nathusii,0.8
11,0.777,1.7285,1.7411,41495,36640,Pipistrellus nathusii,0.769
12,0.828,1.9745,1.9861,42056,36640,Pipistrellus nathusii,0.822
13,0.698,2.1765,2.1889,40331,35781,Pipistrellus nathusii,0.585
14,0.619,2.3725,2.3849,40180,35781,Pipistrellus nathusii,0.597
15,0.579,2.6995,2.7134,39736,35781,Pipistrellus nathusii,0.524
16,0.452,2.8525,2.8699,40090,36640,Pipistrellus nathusii,0.397
17,0.713,3.0725,3.0833,41400,36640,Pipistrellus nathusii,0.7
18,0.723,3.2915,3.2999,43871,37500,Pipistrellus nathusii,0.627
19,0.741,3.5605,3.5694,43142,36640,Pipistrellus nathusii,0.681
20,0.773,3.7505,3.758,43468,36640,Pipistrellus nathusii,0.756
21,0.75,3.9485,3.9566,44328,37500,Pipistrellus nathusii,0.718
22,0.792,4.1315,4.1404,42939,36640,Pipistrellus nathusii,0.78
23,0.823,4.2985,4.3084,43243,37500,Pipistrellus nathusii,0.811
24,0.734,4.5255,4.5357,40791,36640,Pipistrellus nathusii,0.726
25,0.792,4.7045,4.7153,41871,37500,Pipistrellus nathusii,0.782
26,0.796,5.0265,5.0365,42266,36640,Pipistrellus nathusii,0.782
27,0.78,5.1815,5.1917,42646,36640,Pipistrellus nathusii,0.767
28,0.816,5.5365,5.5456,43258,37500,Pipistrellus nathusii,0.804
29,0.715,5.7705,5.7787,43814,37500,Pipistrellus nathusii,0.691
30,0.771,5.9925,6.0009,45314,37500,Pipistrellus nathusii,0.75
31,0.637,6.1635,6.1725,43137,37500,Pipistrellus nathusii,0.506
32,0.692,6.4755,6.4838,44063,38359,Pipistrellus nathusii,0.66
33,0.575,6.7895,6.797,44315,38359,Pipistrellus nathusii,0.541
34,0.647,6.9705,6.9794,44334,38359,Pipistrellus nathusii,0.554
35,0.472,7.6445,7.6529,42393,37500,Pipistrellus nathusii,0.444
36,0.554,8.0535,8.0623,41931,36640,Pipistrellus nathusii,0.455
37,0.663,8.4475,8.4581,41378,36640,Pipistrellus nathusii,0.471
38,0.549,8.9815,8.9932,40973,36640,Pipistrellus nathusii,0.38
39,0.57,9.3685,9.3818,40447,36640,Pipistrellus nathusii,0.417
40,0.434,9.8245,9.8376,40637,36640,Pipistrellus nathusii,0.342
