id,det_prob,start_time,end_time,high_freq,low_freq,class,class_prob
0,0.644,0.2995,0.3108,42005,37500,Pipistrellus nathusii,0.638
1,0.656,0.4145,0.4273,44267,38359,Pipistrellus nathusii,0.647
2,0.722,0.5875,0.5994,46254,38359,Pipistrellus nathusii,0.709
3,0.754,0.7935,0.8056,42665,37500,Pipistrellus nathusii,0.749
4,0.565,0.8475,0.855,45520,39218,Pipistrellus nathusii,0.561
5,0.781,1.0145,1.0266,44070,37500,Pipistrellus nathusii,0.776
6,0.523,1.0535,1.061,47179,40078,Pipistrellus nathusii,0.512
7,0.767,1.0975,1.1076,64553,39218,Pipistrellus nathusii,0.744
8,0.75,1.1875,1.1983,62541,38359,Pipistrellus nathusii,0.692
9,0.705,1.2555,1.2625,51497,40078,Pipistrellus nathusii,0.692
10,0.814,1.2725,1.2828,58164,38359,Pipistrellus nathusii,0.795
11,0.763,1.3405,1.3494,61199,38359,Pipistrellus nathusii,0.741
12,0.674,1.3975,1.4052,56279,38359,Pipistrellus nathusii,0.646
13,0.51,1.4495,1.4557,54538,38359,Pipistrellus nathusii,0.466
14,0.429,1.4955,1.5008,54293,34921,Pipistrellus nathusii,0.18
15,0.472,1.5085,1.5157,51504,40078,Pipistrellus nathusii,0.465
16,0.707,1.7365,1.745,55456,39218,Pipistrellus nathusii,0.696
17,0.567,1.7855,1.7944,48672,37500,Pipistrellus nathusii,0.553
18,0.784,1.9585,1.9651,56251,39218,Pipistrellus nathusii,0.781
19,0.528,1.9825,1.9921,41448,37500,Pipistrellus nathusii,0.521
20,0.861,2.0695,2.0774,58603,39218,Pipistrellus nathusii,0.847
21,0.728,2.2055,2.2149,48175,37500,Pipistrellus nathusii,0.685
22,0.86,2.2775,2.286,59848,38359,Pipistrellus nathusii,0.851
23,0.754,2.3195,2.3296,45877,37500,Pipistrellus nathusii,0.748
24,0.71,2.4265,2.4356,49279,38359,Pipistrellus nathusii,0.692
25,0.845,2.4945,2.5027,57638,39218,Pipistrellus nathusii,0.826
26,0.683,2.6275,2.6382,44956,37500,Pipistrellus nathusii,0.667
27,0.765,2.6425,2.6514,51899,38359,Pipistrellus nathusii,0.75
28,0.754,2.7415,2.7514,43418,36640,Pipistrellus nathusii,0.746
29,0.769,2.7725,2.7826,53665,38359,Pipistrellus nathusii,0.755
30,0.646,2.9485,2.9593,47490,38359,Pipistrellus nathusii,0.616
31,0.678,2.9715,2.9794,49169,38359,Pipistrellus nathusii,0.671
32,0.707,3.1215,3.129,49013,38359,Pipistrellus nathusii,0.702
33,0.658,3.1475,3.1555,44739,37500,Pipistrellus nathusii,0.65
34,0.698,3.3415,3.3511,46991,37500,Pipistrellus nathusii,0.683
35,0.692,3.4465,3.4548,47241,38359,Pipistrellus nathusii,0.663
36,0.673,3.5045,3.5127,44525,38359,Pipistrellus nathusii,0.666
37,0.722,3.6645,3.6734,46354,38359,Pipistrellus nathusii,0.716
38,0.481,3.7145,3.725,44073,39218,Pipistrellus nathusii,0.473
39,0.71,3.8655,3.8749,44278,37500,Pipistrellus nathusii,0.697
40,0.507,3.9715,3.9812,44683,38359,Pipistrellus nathusii,0.48
41,0.428,4.0795,4.0887,43143,38359,Pipistrellus nathusii,0.396
42,0.551,4.1375,4.1467,43025,38359,Pipistrellus nathusii,0.533
43,0.567,4.5255,4.5339,43802,37500,Pipistrellus nathusii,0.525
44,0.574,4.7385,4.7488,41626,36640,Pipistrellus nathusii,0.462
