id,det_prob,start_time,end_time,high_freq,low_freq,class,class_prob
0,0.629,0.0925,0.0969,55765,37500,Myotis daubentonii,0.286
1,0.558,0.1855,0.1892,49400,36640,Myotis daubentonii,0.289
2,0.557,0.3745,0.3784,51627,34921,Myotis daubentonii,0.316
3,0.623,0.4615,0.4655,52945,35781,Myotis daubentonii,0.346
4,0.661,0.5695,0.574,54023,36640,Myotis daubentonii,0.382
5,0.588,0.6675,0.6716,48510,35781,Myotis daubentonii,0.397
6,0.559,0.7685,0.7723,53714,37500,Myotis nattereri,0.209
7,0.581,0.8595,0.8636,52838,34921,Myotis daubentonii,0.348
8,0.603,0.9615,0.9656,53699,37500,Myotis daubentonii,0.31
9,0.566,1.0455,1.0493,50113,37500,Myotis daubentonii,0.333
10,0.642,1.1335,1.1378,54354,36640,Myotis daubentonii,0.309
11,0.583,1.2275,1.2317,54595,35781,Myotis daubentonii,0.326
12,0.588,1.3195,1.3234,54821,34921,Myotis daubentonii,0.358
13,0.635,1.4135,1.4177,53615,34921,Myotis daubentonii,0.381
14,0.635,1.5045,1.5086,53375,34062,Myotis daubentonii,0.377
15,0.654,1.5605,1.5649,56203,34062,Myotis daubentonii,0.359
16,0.632,1.6085,1.6128,52608,34921,Myotis daubentonii,0.371
17,0.614,1.6765,1.6805,54198,34921,Myotis daubentonii,0.356
18,0.653,1.7315,1.7358,55644,35781,Myotis daubentonii,0.365
19,0.627,1.8085,1.8125,54850,34062,Myotis daubentonii,0.376
20,0.53,1.9075,1.9113,56779,36640,Myotis daubentonii,0.283
21,0.436,1.9185,1.9221,56810,34062,Myotis daubentonii,0.167
22,0.44,2.0835,2.0877,61990,34062,Myotis daubentonii,0.334
23,0.506,2.0935,2.0982,62766,31484,Myotis daubentonii,0.398
24,0.607,2.2885,2.2929,60098,34062,Myotis daubentonii,0.541
25,0.48,2.2985,2.3032,60400,33203,Myotis daubentonii,0.44
26,0.587,2.4775,2.4827,61641,31484,Myotis daubentonii,0.529
27,0.627,2.6705,2.6757,61460,33203,Myotis daubentonii,0.566
28,0.529,2.8615,2.8675,65422,31484,Myotis daubentonii,0.451
29,0.623,3.0535,3.0593,64463,33203,Myotis daubentonii,0.533
30,0.559,3.2395,3.2455,69493,28046,Myotis daubentonii,0.479
31,0.635,3.4335,3.4394,70323,30625,Myotis daubentonii,0.541
32,0.626,3.5325,3.5387,70012,28906,Myotis daubentonii,0.522
33,0.645,3.7255,3.7315,70820,28906,Myotis daubentonii,0.567
34,0.661,3.9225,3.9293,73216,28906,Myotis daubentonii,0.576
35,0.605,4.0135,4.0201,74205,28046,Myotis daubentonii,0.368
36,0.636,4.2055,4.2121,74802,27187,Myotis daubentonii,0.344
37,0.638,4.3945,4.4013,74994,25468,Myotis daubentonii,0.406
38,0.588,4.4935,4.4997,71379,28046,Myotis daubentonii,0.421
39,0.591,4.6815,4.6885,72599,26328,Myotis daubentonii,0.407
40,0.566,4.7835,4.7902,71264,28046,Myotis daubentonii,0.362
41,0.594,4.9765,4.9829,71044,26328,Myotis daubentonii,0.455
42,0.56,5.0725,5.0792,69425,28046,Myotis daubentonii,0.338
43,0.616,5.1745,5.1804,67764,28046,Myotis daubentonii,0.42
44,0.615,5.2495,5.2558,74226,26328,Myotis daubentonii,0.397
45,0.643,5.3535,5.3597,69467,27187,Myotis daubentonii,0.427
46,0.621,5.4605,5.4664,67535,28046,Myotis daubentonii,0.434
47,0.604,5.5535,5.5594,69927,27187,Myotis daubentonii,0.409
48,0.608,5.6555,5.6611,68070,28046,Myotis daubentonii,0.416
49,0.6,5.7525,5.7594,72331,26328,Myotis daubentonii,0.442
50,0.623,5.9505,5.9568,68917,26328,Myotis daubentonii,0.436
51,0.631,6.0545,6.0603,63769,28906,Myotis daubentonii,0.555
52,0.683,6.1565,6.1619,61544,27187,Myotis daubentonii,0.595
53,0.577,6.3505,6.3564,59650,28906,Myotis daubentonii,0.507
54,0.642,6.4505,6.4563,60348,28046,Myotis daubentonii,0.539
55,0.627,6.5435,6.5481,54094,31484,Myotis daubentonii,0.582
56,0.628,6.6225,6.6279,58673,28046,Myotis daubentonii,0.583
57,0.602,6.6865,6.6912,60706,29765,Myotis daubentonii,0.569
58,0.462,6.7485,6.7536,58671,30625,Myotis daubentonii,0.405
59,0.627,6.8365,6.8414,55439,31484,Myotis daubentonii,0.583
60,0.578,6.9325,6.9383,58740,28046,Myotis daubentonii,0.512
61,0.562,7.0375,7.0424,55095,34921,Myotis daubentonii,0.48
62,0.523,7.1315,7.1369,57902,29765,Myotis daubentonii,0.49
63,0.58,7.2405,7.2444,49334,33203,Myotis daubentonii,0.513
64,0.46,7.3265,7.331,55900,30625,Myotis daubentonii,0.43
65,0.536,7.4395,7.4437,54909,31484,Myotis daubentonii,0.491
66,0.594,7.5335,7.5378,48228,34062,Myotis daubentonii,0.543
67,0.577,7.6285,7.6334,55234,33203,Myotis daubentonii,0.53
68,0.549,7.8275,7.8321,55288,33203,Myotis daubentonii,0.508
69,0.567,8.0355,8.0409,54293,32343,Myotis daubentonii,0.347
70,0.583,8.1415,8.1456,51383,34062,Eptesicus serotinus,0.364
71,0.404,8.3455,8.3503,49966,34062,Myotis daubentonii,0.304
