id,det_prob,start_time,end_time,high_freq,low_freq,class,class_prob
0,0.626,0.2395,0.2483,32602,24609,Eptesicus serotinus,0.334
1,0.664,0.3765,0.3859,35164,24609,Eptesicus serotinus,0.434
2,0.642,0.6265,0.637,35463,24609,Eptesicus serotinus,0.435
3,0.617,0.9055,0.9189,35227,23750,Eptesicus serotinus,0.45
4,0.546,1.1695,1.1842,31050,23750,Nyctalus leisleri,0.271
5,0.711,1.4355,1.4488,35725,23750,Eptesicus serotinus,0.488
6,0.63,1.7045,1.719,34116,23750,Eptesicus serotinus,0.397
7,0.606,1.9635,1.9797,35049,23750,Eptesicus serotinus,0.418
8,0.596,2.1235,2.1342,31912,23750,Eptesicus serotinus,0.359
9,0.678,2.3825,2.3949,33531,23750,Eptesicus serotinus,0.402
10,0.739,2.6445,2.6576,42573,23750,Eptesicus serotinus,0.628
11,0.577,2.9045,2.9152,32634,24609,Eptesicus serotinus,0.36
12,0.565,3.1525,3.1628,33605,24609,Eptesicus serotinus,0.332
13,0.604,3.2745,3.2857,36617,25468,Eptesicus serotinus,0.506
14,0.659,3.4005,3.4101,38680,25468,Eptesicus serotinus,0.565
15,0.643,3.5545,3.5648,42440,25468,Eptesicus serotinus,0.553
16,0.731,3.6985,3.7099,42424,24609,Eptesicus serotinus,0.633
17,0.599,3.8195,3.8298,41230,25468,Eptesicus serotinus,0.54
18,0.609,3.9225,3.9323,41123,25468,Eptesicus serotinus,0.55
19,0.651,4.0085,4.0152,39347,27187,Eptesicus serotinus,0.539
20,0.626,4.0665,4.0717,43692,26328,Eptesicus serotinus,0.416
21,0.615,4.1115,4.1163,39831,27187,Eptesicus serotinus,0.299
22,0.463,4.1295,4.1345,41019,24609,Plecotus auritus,0.287
23,0.577,4.7125,4.7207,39266,29765,Eptesicus serotinus,0.421
24,0.634,5.1025,5.1111,39675,28906,Eptesicus serotinus,0.434
25,0.727,5.4005,5.4108,44472,26328,Eptesicus serotinus,0.546
26,0.669,5.7365,5.7449,35637,27187,Eptesicus serotinus,0.32
27,0.636,5.9095,5.9175,34310,25468,Eptesicus serotinus,0.389
28,0.689,6.2205,6.233,33619,24609,Nyctalus leisleri,0.33
29,0.567,6.4065,6.4174,31570,25468,Nyctalus leisleri,0.351
30,0.555,6.5825,6.5949,34732,24609,Eptesicus serotinus,0.407
31,0.687,6.9495,6.9585,34375,23750,Eptesicus serotinus,0.478
32,0.52,7.3045,7.3163,30624,24609,Eptesicus serotinus,0.255
33,0.533,7.7945,7.8033,38025,28046,Eptesicus serotinus,0.406
34,0.662,7.8465,7.8555,32100,24609,Nyctalus leisleri,0.335
35,0.424,8.0185,8.0297,30323,24609,Eptesicus serotinus,0.241
36,0.582,8.0495,8.0593,41509,28906,Eptesicus serotinus,0.5
37,0.61,8.2595,8.268,39219,28046,Eptesicus serotinus,0.476
38,0.741,8.5465,8.5553,45361,27187,Eptesicus serotinus,0.655
39,0.542,8.8655,8.8763,39300,27187,Eptesicus serotinus,0.479
40,0.656,8.9785,8.9895,38988,27187,Eptesicus serotinus,0.516
41,0.528,9.1295,9.1413,37507,26328,Eptesicus serotinus,0.439
42,0.546,9.2955,9.3041,32637,25468,Eptesicus serotinus,0.326
43,0.684,9.4555,9.4679,39896,26328,Eptesicus serotinus,0.589
44,0.408,9.6765,9.6885,33932,26328,Eptesicus serotinus,0.292
45,0.673,10.0415,10.0536,38559,25468,Eptesicus serotinus,0.561
46,0.702,10.2775,10.2903,39631,26328,Eptesicus serotinus,0.605
47,0.486,10.6095,10.6224,34862,25468,Eptesicus serotinus,0.364
48,0.624,10.8945,10.9094,37692,25468,Eptesicus serotinus,0.478
49,0.465,11.0455,11.0554,31436,25468,Eptesicus serotinus,0.253
50,0.661,11.3065,11.3178,36835,24609,Eptesicus serotinus,0.555
51,0.57,11.7085,11.7176,34901,24609,Eptesicus serotinus,0.467
