id,det_prob,start_time,end_time,high_freq,low_freq,class,class_prob
0,0.634,2.6615,2.6706,51660,46093,Pipistrellus pipistrellus,0.576
1,0.712,2.9435,2.9536,52298,46093,Pipistrellus pipistrellus,0.544
2,0.507,3.2875,3.2989,50212,46953,Pipistrellus pipistrellus,0.417
3,0.774,3.3885,3.3973,52572,46093,Pipistrellus pipistrellus,0.68
4,0.761,3.7425,3.7511,51805,45234,Pipistrellus pipistrellus,0.719
5,0.682,3.8495,3.8579,52086,46093,Pipistrellus pipistrellus,0.618
6,0.773,4.0245,4.0332,51803,46093,Pipistrellus pipistrellus,0.736
7,0.774,4.3725,4.3812,51971,45234,Pipistrellus pipistrellus,0.76
8,0.681,4.4795,4.4898,51688,46093,Pipistrellus pipistrellus,0.649
9,0.765,4.5885,4.5968,52563,46093,Pipistrellus pipistrellus,0.749
10,0.747,4.7545,4.762,52486,46093,Pipistrellus pipistrellus,0.739
11,0.806,5.0035,5.0117,52711,45234,Pipistrellus pipistrellus,0.792
12,0.776,5.1805,5.1891,52590,45234,Pipistrellus pipistrellus,0.768
13,0.814,5.3455,5.3544,53044,45234,Pipistrellus pipistrellus,0.799
14,0.711,5.5095,5.5175,53084,46093,Pipistrellus pipistrellus,0.703
15,0.759,5.6715,5.6792,52789,46093,Pipistrellus pipistrellus,0.739
16,0.788,5.8265,5.8351,53836,46093,Pipistrellus pipistrellus,0.773
17,0.822,6.0795,6.0872,61172,46093,Pipistrellus pipistrellus,0.755
18,0.695,6.2195,6.2261,52221,45234,Pipistrellus pipistrellus,0.676
19,0.796,6.3945,6.4008,58679,47812,Pipistrellus pipistrellus,0.785
20,0.692,6.5025,6.5088,54244,46093,Pipistrellus pipistrellus,0.685
21,0.649,6.6305,6.6379,52969,46093,Pipistrellus pipistrellus,0.641
22,0.842,6.7255,6.7316,65238,47812,Pipistrellus pipistrellus,0.824
23,0.748,6.8205,6.8258,61753,48671,Pipistrellus pipistrellus,0.741
24,0.79,6.9025,6.9094,59623,47812,Pipistrellus pipistrellus,0.752
25,0.804,6.9685,6.9742,62950,47812,Pipistrellus pipistrellus,0.796
26,0.71,7.0205,7.0264,58809,47812,Pipistrellus pipistrellus,0.702
27,0.735,7.0845,7.0908,56848,47812,Pipistrellus pipistrellus,0.723
28,0.463,7.2215,7.2292,54900,46953,Pipistrellus pipistrellus,0.459
29,0.408,7.2645,7.2703,56060,48671,Pipistrellus pipistrellus,0.405
30,0.722,8.6505,8.6588,54491,46953,Pipistrellus pipistrellus,0.562
31,0.621,8.9305,8.9388,52914,46093,Pipistrellus pipistrellus,0.563
32,0.692,9.2305,9.2394,51022,45234,Pipistrellus pipistrellus,0.521
33,0.696,9.5165,9.5251,50990,45234,Pipistrellus pipistrellus,0.613
