id,det_prob,start_time,end_time,high_freq,low_freq,class,class_prob
0,0.739,0.0865,0.092,61178,47812,Pipistrellus pipistrellus,0.734
1,0.789,0.1785,0.183,66487,48671,Pipistrellus pipistrellus,0.784
2,0.713,0.2665,0.272,60900,48671,Pipistrellus pipistrellus,0.703
3,0.81,0.3535,0.3586,67586,48671,Pipistrellus pipistrellus,0.807
4,0.684,0.4415,0.4475,60730,48671,Pipistrellus pipistrellus,0.673
5,0.768,0.5275,0.5328,67563,48671,Pipistrellus pipistrellus,0.758
6,0.709,0.7705,0.7763,66271,48671,Pipistrellus pipistrellus,0.697
7,0.765,0.8525,0.8586,73288,48671,Pipistrellus pipistrellus,0.754
8,0.763,0.9385,0.9442,65815,48671,Pipistrellus pipistrellus,0.758
9,0.789,1.0185,1.024,72480,48671,Pipistrellus pipistrellus,0.782
10,0.813,1.0995,1.1046,71819,48671,Pipistrellus pipistrellus,0.809
11,0.801,1.1825,1.1885,74523,49531,Pipistrellus pipistrellus,0.779
12,0.811,1.2665,1.2715,69573,48671,Pipistrellus pipistrellus,0.806
13,0.804,1.3475,1.3528,72168,48671,Pipistrellus pipistrellus,0.784
14,0.819,1.4325,1.4379,74555,48671,Pipistrellus pipistrellus,0.815
15,0.831,1.5175,1.5237,71074,48671,Pipistrellus pipistrellus,0.802
16,0.827,1.6035,1.6093,73222,48671,Pipistrellus pipistrellus,0.813
17,0.803,1.6915,1.6963,71517,48671,Pipistrellus pipistrellus,0.796
18,0.866,1.7795,1.7856,74913,48671,Pipistrellus pipistrellus,0.848
19,0.833,1.8645,1.8708,76051,47812,Pipistrellus pipistrellus,0.824
20,0.835,1.9615,1.9673,77286,47812,Pipistrellus pipistrellus,0.83
21,0.792,2.0515,2.058,76203,47812,Pipistrellus pipistrellus,0.774
22,0.814,2.1355,2.142,76095,47812,Pipistrellus pipistrellus,0.792
23,0.798,2.2245,2.2314,74877,46953,Pipistrellus pipistrellus,0.782
24,0.793,2.2965,2.3029,79653,46953,Pipistrellus pipistrellus,0.786
25,0.761,2.3575,2.3629,76885,47812,Pipistrellus pipistrellus,0.756
26,0.775,2.4115,2.4174,71073,46953,Pipistrellus pipistrellus,0.747
27,0.763,2.4675,2.475,76767,46093,Pipistrellus pipistrellus,0.698
28,0.721,2.5255,2.5318,75505,45234,Pipistrellus pipistrellus,0.705
29,0.8,2.5825,2.5895,79464,46953,Pipistrellus pipistrellus,0.779
30,0.785,2.6355,2.6423,76299,46953,Pipistrellus pipistrellus,0.738
31,0.81,2.6895,2.696,77090,46953,Pipistrellus pipistrellus,0.797
32,0.804,2.7445,2.7506,78327,46093,Pipistrellus pipistrellus,0.798
33,0.757,2.7955,2.8008,69612,47812,Pipistrellus pipistrellus,0.744
34,0.748,2.8435,2.8484,65580,46953,Pipistrellus pipistrellus,0.742
35,0.766,2.8875,2.8926,68796,47812,Pipistrellus pipistrellus,0.752
36,0.753,2.9275,2.9333,71243,46953,Pipistrellus pipistrellus,0.737
37,0.768,2.9665,2.9718,66335,46953,Pipistrellus pipistrellus,0.742
38,0.658,3.0035,3.0091,72058,46093,Pipistrellus pipistrellus,0.64
39,0.624,3.0385,3.0445,71506,44375,Pipistrellus pipistrellus,0.566
40,0.595,3.0695,3.0745,66797,44375,Pipistrellus pipistrellus,0.568
41,0.523,3.0915,3.0967,67906,43515,Pipistrellus pipistrellus,0.495
42,0.692,3.3365,3.3423,65796,45234,Pipistrellus pipistrellus,0.675
43,0.67,3.3835,3.3899,67849,46093,Pipistrellus pipistrellus,0.654
44,0.482,3.4405,3.4454,57993,44375,Pipistrellus pipistrellus,0.444
45,0.511,3.4835,3.4886,66912,48671,Pipistrellus pipistrellus,0.496
46,0.613,3.5035,3.5084,65967,50390,Pipistrellus pipistrellus,0.604
47,0.701,3.6685,3.6754,64748,46953,Pipistrellus pipistrellus,0.687
48,0.563,3.7285,3.7335,65243,48671,Pipistrellus pipistrellus,0.542
49,0.467,3.7925,3.7972,62478,50390,Pipistrellus pipistrellus,0.442
50,0.728,3.8485,3.8535,66275,47812,Pipistrellus pipistrellus,0.71
51,0.776,3.9145,3.9198,67964,48671,Pipistrellus pipistrellus,0.76
52,0.551,3.9905,3.9952,61149,49531,Pipistrellus pipistrellus,0.545
53,0.64,4.0705,4.0767,59284,49531,Pipistrellus pipistrellus,0.628
54,0.677,4.1195,4.128,55055,47812,Pipistrellus pipistrellus,0.669
55,0.739,4.2155,4.222,60582,48671,Pipistrellus pipistrellus,0.722
56,0.609,4.3075,4.3157,53747,46953,Pipistrellus pipistrellus,0.601
57,0.533,4.4115,4.422,53218,46953,Pipistrellus pipistrellus,0.517
58,0.574,4.5135,4.5213,56154,47812,Pipistrellus pipistrellus,0.565
59,0.742,4.6095,4.6167,55056,46953,Pipistrellus pipistrellus,0.734
60,0.759,4.6995,4.7055,59615,46953,Pipistrellus pipistrellus,0.745
61,0.728,4.7945,4.8015,58474,46953,Pipistrellus pipistrellus,0.716
62,0.753,4.8825,4.8895,55185,46953,Pipistrellus pipistrellus,0.742
63,0.438,4.9705,4.9842,52000,46953,Pipistrellus pipistrellus,0.42
64,0.602,5.0565,5.065,53714,46953,Pipistrellus pipistrellus,0.599
65,0.677,5.1425,5.1498,57936,47812,Pipistrellus pipistrellus,0.645
66,0.576,5.2325,5.2392,54823,47812,Pipistrellus pipistrellus,0.569
67,0.636,5.4085,5.4158,56342,47812,Pipistrellus pipistrellus,0.627
68,0.637,5.5045,5.5122,54142,47812,Pipistrellus pipistrellus,0.63
69,0.576,5.6805,5.6901,52801,46953,Pipistrellus pipistrellus,0.554
70,0.578,5.7805,5.7928,42471,38359,Nyctalus leisleri,0.228
71,0.552,5.9795,5.987,54671,47812,Pipistrellus pipistrellus,0.542
72,0.556,6.0505,6.0612,43338,38359,Pipistrellus nathusii,0.202
73,0.689,6.4335,6.4404,55493,47812,Pipistrellus pipistrellus,0.675
74,0.681,6.5295,6.5373,54032,46953,Pipistrellus pipistrellus,0.673
75,0.42,6.6135,6.6239,43536,40078,Pipistrellus nathusii,0.173
76,0.715,6.7045,6.7111,55804,47812,Pipistrellus pipistrellus,0.706
77,0.713,6.7895,6.7963,55524,47812,Pipistrellus pipistrellus,0.708
78,0.776,6.8785,6.8854,56691,47812,Pipistrellus pipistrellus,0.768
79,0.712,6.9655,6.9727,54480,46953,Pipistrellus pipistrellus,0.693
80,0.778,7.0525,7.0598,58037,47812,Pipistrellus pipistrellus,0.753
81,0.771,7.1395,7.147,56174,46953,Pipistrellus pipistrellus,0.734
82,0.715,7.2275,7.2342,58638,47812,Pipistrellus pipistrellus,0.661
83,0.689,7.3205,7.3265,55129,47812,Pipistrellus pipistrellus,0.681
84,0.764,7.4075,7.4162,55240,47812,Pipistrellus pipistrellus,0.75
85,0.782,7.4975,7.5052,57387,47812,Pipistrellus pipistrellus,0.759
86,0.723,7.5915,7.5988,57134,47812,Pipistrellus pipistrellus,0.715
87,0.755,7.7445,7.7532,53292,46953,Pipistrellus pipistrellus,0.733
88,0.777,7.8365,7.8431,57299,47812,Pipistrellus pipistrellus,0.771
89,0.81,7.9305,7.9377,57915,47812,Pipistrellus pipistrellus,0.8
90,0.754,8.0235,8.0298,63232,47812,Pipistrellus pipistrellus,0.749
91,0.778,8.1165,8.1234,60262,47812,Pipistrellus pipistrellus,0.772
92,0.802,8.2155,8.2232,72088,46953,Pipistrellus pipistrellus,0.774
93,0.793,8.3185,8.325,69237,46953,Pipistrellus pipistrellus,0.782
94,0.814,8.5035,8.5093,68109,46953,Pipistrellus pipistrellus,0.808
95,0.865,8.5995,8.6066,76679,46953,Pipistrellus pipistrellus,0.853
96,0.814,8.7005,8.7068,72502,46953,Pipistrellus pipistrellus,0.807
97,0.813,8.7985,8.8052,72631,46953,Pipistrellus pipistrellus,0.802
98,0.813,8.9005,8.9072,73908,46953,Pipistrellus pipistrellus,0.799
99,0.811,8.9975,9.0043,79851,46953,Pipistrellus pipistrellus,0.806
100,0.805,9.0965,9.1029,75393,46953,Pipistrellus pipistrellus,0.798
101,0.782,9.1925,9.2,84187,46953,Pipistrellus pipistrellus,0.776
102,0.797,9.3535,9.3601,78261,47812,Pipistrellus pipistrellus,0.789
103,0.777,9.4485,9.4539,78082,47812,Pipistrellus pipistrellus,0.773
