id,det_prob,start_time,end_time,high_freq,low_freq,class,class_prob
0,0.554,0.1105,0.1149,63981,36640,Myotis mystacinus,0.434
1,0.483,0.2165,0.2205,63862,36640,Myotis mystacinus,0.41
2,0.464,0.3195,0.3233,64394,40937,Myotis mystacinus,0.388
3,0.574,0.5035,0.5075,64274,40937,Myotis mystacinus,0.476
4,0.46,0.6725,0.6767,62960,33203,Myotis mystacinus,0.355
5,0.468,0.7715,0.7758,66539,33203,Myotis mystacinus,0.349
6,0.488,0.8685,0.8732,64168,30625,Myotis mystacinus,0.31
7,0.577,0.9585,0.9636,66753,30625,Myotis mystacinus,0.418
8,0.592,1.0515,1.057,67898,29765,Myotis mystacinus,0.394
9,0.628,1.1405,1.1461,66752,28906,Myotis mystacinus,0.418
10,0.434,1.2365,1.2409,64977,33203,Myotis mystacinus,0.302
11,0.684,1.4005,1.4054,65238,34921,Myotis mystacinus,0.526
12,0.672,1.4995,1.5043,64681,33203,Myotis mystacinus,0.494
13,0.497,1.5965,1.6008,64701,34062,Myotis mystacinus,0.394
14,0.627,1.6885,1.6931,67318,34921,Myotis mystacinus,0.468
15,0.483,1.7565,1.7609,67996,34062,Myotis mystacinus,0.409
16,0.467,1.8145,1.8183,67057,37500,Myotis mystacinus,0.382
17,0.662,1.8925,1.8978,66983,30625,Myotis mystacinus,0.462
18,0.457,1.9985,2.0031,79071,38359,Myotis mystacinus,0.403
19,0.71,2.0625,2.0673,78307,28906,Myotis daubentonii,0.591
20,0.539,2.1405,2.1464,80091,28046,Myotis daubentonii,0.478
21,0.747,2.2385,2.2443,73000,27187,Myotis daubentonii,0.513
22,0.728,2.3305,2.3365,80493,28046,Myotis daubentonii,0.53
23,0.753,2.4305,2.4366,76026,27187,Myotis daubentonii,0.598
24,0.764,2.5165,2.5223,76853,28046,Myotis daubentonii,0.701
25,0.754,2.6165,2.6221,76798,27187,Myotis daubentonii,0.671
26,0.765,2.7045,2.7112,81239,28046,Myotis daubentonii,0.693
27,0.763,2.8055,2.8117,81156,26328,Myotis daubentonii,0.619
28,0.769,2.8995,2.9058,82448,27187,Myotis daubentonii,0.674
29,0.772,3.0645,3.071,84806,26328,Myotis daubentonii,0.658
30,0.786,3.1315,3.1377,82907,27187,Myotis daubentonii,0.644
31,0.736,3.1885,3.1938,81954,26328,Myotis daubentonii,0.534
32,0.783,3.3055,3.3123,92378,26328,Myotis daubentonii,0.602
33,0.738,3.4065,3.4126,88100,25468,Myotis daubentonii,0.584
34,0.782,3.5085,3.5142,82297,26328,Myotis daubentonii,0.622
35,0.748,3.6795,3.6851,82317,25468,Myotis daubentonii,0.567
36,0.797,3.7855,3.7913,83171,26328,Myotis daubentonii,0.666
37,0.768,3.8845,3.89,81162,24609,Myotis daubentonii,0.527
38,0.761,3.9825,3.9885,76779,27187,Myotis daubentonii,0.641
39,0.802,4.1615,4.1673,74736,26328,Myotis daubentonii,0.409
40,0.594,4.2645,4.2693,73625,26328,Myotis nattereri,0.344
41,0.736,4.3735,4.3793,71714,26328,Myotis daubentonii,0.33
42,0.446,4.4715,4.4769,74890,27187,Myotis nattereri,0.188
43,0.788,4.5795,4.5851,76653,27187,Myotis daubentonii,0.394
44,0.445,4.6815,4.686,66983,28046,Myotis nattereri,0.23
45,0.786,4.8635,4.8688,68283,27187,Myotis daubentonii,0.395
46,0.763,5.0735,5.0788,66908,27187,Myotis daubentonii,0.359
47,0.421,5.1795,5.1846,69568,28906,Myotis mystacinus,0.203
48,0.713,5.2865,5.2912,69221,27187,Myotis daubentonii,0.334
49,0.513,5.3855,5.3903,64376,28906,Myotis daubentonii,0.255
50,0.559,5.4925,5.4973,73596,28046,Myotis mystacinus,0.271
51,0.513,5.6915,5.6964,66314,30625,Myotis mystacinus,0.24
52,0.424,5.8965,5.9008,59542,28906,Myotis nattereri,0.149
53,0.523,5.9965,6.0014,72206,27187,Myotis daubentonii,0.221
54,0.411,6.0015,6.0062,56962,27187,Myotis daubentonii,0.22
55,0.534,6.0995,6.1034,57390,33203,Myotis daubentonii,0.259
56,0.447,6.2015,6.2051,53815,34921,Myotis daubentonii,0.294
57,0.418,6.3515,6.355,50907,28906,Myotis daubentonii,0.268
58,0.401,6.4745,6.4785,56826,28906,Myotis daubentonii,0.285
59,0.623,6.5575,6.5615,49883,28046,Myotis daubentonii,0.382
60,0.436,6.7805,6.7842,51879,29765,Myotis daubentonii,0.342
