id,det_prob,start_time,end_time,high_freq,low_freq,class,class_prob
0,0.489,0.1255,0.132,54513,35781,Myotis daubentonii,0.182
1,0.476,0.2365,0.2424,53276,34921,Myotis daubentonii,0.223
2,0.513,0.3435,0.3486,50886,34062,Eptesicus serotinus,0.306
3,0.542,0.4345,0.4399,57449,34921,Myotis daubentonii,0.293
4,0.406,0.5165,0.5203,51933,35781,Myotis daubentonii,0.185
5,0.609,0.6325,0.6361,49982,33203,Myotis daubentonii,0.237
6,0.572,0.7385,0.7435,50797,34062,Myotis daubentonii,0.194
7,0.623,1.0615,1.066,52211,34062,Myotis daubentonii,0.357
8,0.428,1.2255,1.2305,50869,34062,Eptesicus serotinus,0.17
9,0.445,1.4575,1.4633,59992,33203,Myotis daubentonii,0.155
10,0.595,1.7285,1.7354,59479,32343,Eptesicus serotinus,0.384
11,0.623,1.8365,1.842,55480,29765,Eptesicus serotinus,0.449
12,0.559,1.9795,1.9846,55335,32343,Eptesicus serotinus,0.335
13,0.568,2.1665,2.1725,61004,32343,Eptesicus serotinus,0.4
14,0.557,2.3205,2.3251,55069,32343,Eptesicus serotinus,0.375
15,0.485,2.5655,2.5726,60610,33203,Eptesicus serotinus,0.171
16,0.544,3.0385,3.043,53383,32343,Eptesicus serotinus,0.345
17,0.616,3.2735,3.279,48534,33203,Eptesicus serotinus,0.448
18,0.449,3.3995,3.4061,55510,34921,Myotis daubentonii,0.183
19,0.717,3.8765,3.8851,48085,31484,Eptesicus serotinus,0.552
20,0.484,4.1175,4.1238,40430,33203,Barbastellus barbastellus,0.211
21,0.523,4.4005,4.4081,44356,32343,Eptesicus serotinus,0.402
22,0.479,4.6905,4.6977,40634,32343,Eptesicus serotinus,0.28
23,0.497,4.8925,4.8989,41985,33203,Eptesicus serotinus,0.303
24,0.508,5.1275,5.1335,40967,31484,Eptesicus serotinus,0.281
25,0.439,5.2825,5.2888,41875,34062,Eptesicus serotinus,0.206
26,0.587,5.4085,5.4151,42718,34062,Eptesicus serotinus,0.343
27,0.408,5.6655,5.6732,39954,33203,Eptesicus serotinus,0.179
