id,det_prob,start_time,end_time,high_freq,low_freq,class,class_prob
0,0.588,0.3875,0.3944,37287,28046,Eptesicus serotinus,0.399
1,0.575,0.5265,0.5328,37492,28046,Eptesicus serotinus,0.377
2,0.593,1.0215,1.0261,38398,28046,Eptesicus serotinus,0.408
3,0.61,1.2915,1.2976,38356,28046,Eptesicus serotinus,0.442
4,0.437,1.9415,1.9485,35967,27187,Eptesicus serotinus,0.304
5,0.498,2.0745,2.0813,34868,26328,Eptesicus serotinus,0.332
6,0.491,2.3375,2.3432,36898,27187,Eptesicus serotinus,0.302
7,0.679,2.5915,2.5985,39763,25468,Eptesicus serotinus,0.579
8,0.555,2.7195,2.727,34797,27187,Eptesicus serotinus,0.335
9,0.52,2.9675,2.9739,37102,26328,Eptesicus serotinus,0.367
10,0.653,3.7035,3.7104,36944,26328,Eptesicus serotinus,0.465
11,0.505,3.8455,3.8529,35316,27187,Eptesicus serotinus,0.346
