id,det_prob,start_time,end_time,high_freq,low_freq,class,class_prob
0,0.413,0.0015,0.0106,44929,40078,Pipistrellus nathusii,0.404
1,0.829,0.1205,0.1309,47447,40937,Pipistrellus nathusii,0.825
2,0.787,0.2235,0.2301,51363,41796,Pipistrellus nathusii,0.778
3,0.761,0.3285,0.3403,45908,40937,Pipistrellus nathusii,0.754
4,0.78,0.5245,0.535,46408,40078,Pipistrellus nathusii,0.77
5,0.755,0.7105,0.7204,46204,40078,Pipistrellus nathusii,0.745
6,0.726,0.8165,0.8256,50936,40937,Pipistrellus nathusii,0.702
7,0.825,0.9185,0.9256,53896,41796,Pipistrellus nathusii,0.811
8,0.799,1.1095,1.1173,50076,40937,Pipistrellus nathusii,0.789
9,0.735,1.2225,1.2308,46953,40937,Pipistrellus nathusii,0.73
10,0.84,1.4105,1.4182,50097,40937,Pipistrellus nathusii,0.835
11,0.78,1.6065,1.6145,52143,40937,Pipistrellus nathusii,0.744
12,0.808,1.7175,1.7281,45842,40078,Pipistrellus nathusii,0.804
13,0.849,1.9045,1.9132,49538,40937,Pipistrellus nathusii,0.842
14,0.788,2.0165,2.0269,45309,40078,Pipistrellus nathusii,0.784
15,0.852,2.2125,2.2222,47544,40937,Pipistrellus nathusii,0.842
16,0.747,2.4115,2.4225,45682,40078,Pipistrellus nathusii,0.743
17,0.847,2.5295,2.539,47738,40937,Pipistrellus nathusii,0.845
18,0.854,2.6395,2.648,51630,40937,Pipistrellus nathusii,0.848
19,0.873,2.7485,2.757,52794,40937,Pipistrellus nathusii,0.87
20,0.851,2.8625,2.87,51000,40937,Pipistrellus nathusii,0.846
21,0.741,2.9725,2.9852,44187,40078,Pipistrellus nathusii,0.736
22,0.837,3.1695,3.1776,46419,40078,Pipistrellus nathusii,0.835
23,0.637,3.3615,3.3728,43942,39218,Pipistrellus nathusii,0.63
24,0.83,3.5555,3.5633,49978,40078,Pipistrellus nathusii,0.824
25,0.851,3.6605,3.6687,53254,40078,Pipistrellus nathusii,0.844
26,0.78,3.7685,3.7785,46855,40078,Pipistrellus nathusii,0.769
27,0.83,3.9425,3.9506,54332,40078,Pipistrellus nathusii,0.806
28,0.812,4.0515,4.0588,49419,40937,Pipistrellus nathusii,0.809
29,0.771,4.1615,4.1703,45452,40078,Pipistrellus nathusii,0.767
30,0.88,4.3465,4.3547,50608,40937,Pipistrellus nathusii,0.875
31,0.777,4.5445,4.553,45646,39218,Pipistrellus nathusii,0.773
32,0.857,4.6515,4.6601,58396,40937,Pipistrellus nathusii,0.83
33,0.873,4.7535,4.7612,57517,40937,Pipistrellus nathusii,0.863
34,0.79,4.8645,4.8744,45542,40078,Pipistrellus nathusii,0.783
35,0.853,5.0615,5.0698,47853,40078,Pipistrellus nathusii,0.848
36,0.773,5.2555,5.2649,44943,39218,Pipistrellus nathusii,0.77
37,0.795,5.3845,5.395,46837,40078,Pipistrellus nathusii,0.785
38,0.793,5.5925,5.6021,43604,39218,Pipistrellus nathusii,0.791
39,0.792,5.7325,5.743,45506,40078,Pipistrellus nathusii,0.784
40,0.642,5.9315,5.9426,43310,38359,Pipistrellus nathusii,0.638
41,0.817,6.0545,6.0646,46027,40078,Pipistrellus nathusii,0.813
42,0.84,6.1725,6.1817,53843,40078,Pipistrellus nathusii,0.808
43,0.611,6.2895,6.3027,44304,39218,Pipistrellus nathusii,0.602
44,0.805,6.4155,6.4244,45932,40078,Pipistrellus nathusii,0.802
45,0.752,6.5405,6.5505,46313,40078,Pipistrellus nathusii,0.741
46,0.725,6.6655,6.6757,45208,40078,Pipistrellus nathusii,0.715
47,0.731,6.7795,6.7891,45426,40078,Pipistrellus nathusii,0.726
48,0.785,6.9095,6.9211,45229,39218,Pipistrellus nathusii,0.778
49,0.754,7.1225,7.1317,45594,40078,Pipistrellus nathusii,0.747
50,0.669,7.3695,7.3795,44826,40078,Pipistrellus nathusii,0.657
51,0.675,7.5625,7.5712,45511,40078,Pipistrellus nathusii,0.668
52,0.575,7.7685,7.7789,44428,40078,Pipistrellus nathusii,0.564
53,0.555,7.8815,7.8912,45946,40937,Pipistrellus nathusii,0.541
54,0.634,8.0745,8.085,45604,40937,Pipistrellus nathusii,0.622
55,0.661,8.3765,8.3875,44433,40078,Pipistrellus nathusii,0.648
56,0.561,8.5645,8.5781,42634,39218,Pipistrellus nathusii,0.547
57,0.657,8.6915,8.7026,44944,40078,Pipistrellus nathusii,0.644
58,0.414,8.9005,8.9141,42697,39218,Pipistrellus nathusii,0.398
59,0.687,9.0965,9.1084,43135,39218,Pipistrellus nathusii,0.678
60,0.574,9.2925,9.3072,41697,38359,Pipistrellus nathusii,0.556
61,0.53,9.4995,9.5122,42758,39218,Pipistrellus nathusii,0.525
62,0.705,9.6975,9.7084,44246,39218,Pipistrellus nathusii,0.694
63,0.633,9.8085,9.8182,45533,40078,Pipistrellus nathusii,0.584
64,0.457,10.0945,10.1026,45750,40937,Pipistrellus nathusii,0.337
65,0.449,13.5415,13.5543,43616,40937,Pipistrellus nathusii,0.429
66,0.427,13.6585,13.6739,43216,40937,Pipistrellus nathusii,0.328
67,0.582,13.8505,13.8639,44196,40937,Pipistrellus nathusii,0.537
68,0.675,14.0425,14.0534,46758,40937,Pipistrellus nathusii,0.635
69,0.562,14.2325,14.2469,43618,40078,Pipistrellus nathusii,0.553
