id,det_prob,start_time,end_time,high_freq,low_freq,class,class_prob
0,0.704,0.2455,0.2552,34126,25468,Nyctalus leisleri,0.359
1,0.639,0.5785,0.5869,33297,26328,Nyctalus leisleri,0.333
2,0.588,0.8315,0.8413,33546,25468,Eptesicus serotinus,0.346
3,0.7,1.1875,1.197,35392,25468,Nyctalus leisleri,0.339
4,0.747,1.4325,1.4413,33484,25468,Nyctalus leisleri,0.53
5,0.706,1.7995,1.8091,34925,24609,Nyctalus leisleri,0.437
6,0.756,2.0405,2.0502,33862,26328,Nyctalus leisleri,0.577
7,0.523,2.1635,2.1712,35520,26328,Eptesicus serotinus,0.334
8,0.688,2.4225,2.4324,34490,24609,Nyctalus leisleri,0.429
9,0.733,2.8875,2.8986,41004,24609,Nyctalus leisleri,0.478
10,0.717,3.2295,3.2386,36970,25468,Nyctalus leisleri,0.448
11,0.726,3.5855,3.5954,38328,25468,Eptesicus serotinus,0.345
12,0.753,3.8385,3.8514,37801,23750,Nyctalus leisleri,0.577
13,0.76,3.9895,4.0026,46213,24609,Nyctalus leisleri,0.416
14,0.746,4.2515,4.2642,37319,24609,Nyctalus leisleri,0.561
15,0.691,4.5135,4.5271,38115,23750,Eptesicus serotinus,0.33
16,0.751,4.9045,4.9165,36021,23750,Nyctalus leisleri,0.46
17,0.747,5.1525,5.1637,34406,24609,Nyctalus leisleri,0.535
18,0.796,5.4115,5.4214,36642,24609,Nyctalus leisleri,0.655
19,0.717,5.7865,5.7984,36838,23750,Nyctalus leisleri,0.465
20,0.753,6.0465,6.0574,37552,24609,Nyctalus leisleri,0.57
21,0.705,6.3085,6.3185,38134,24609,Nyctalus leisleri,0.354
22,0.719,6.7045,6.7133,37058,24609,Nyctalus leisleri,0.476
23,0.74,6.9905,6.9999,34900,24609,Nyctalus leisleri,0.585
24,0.751,7.1385,7.148,33986,24609,Nyctalus leisleri,0.616
25,0.731,7.4155,7.4244,33529,24609,Nyctalus leisleri,0.522
26,0.752,7.6725,7.6819,35809,24609,Nyctalus leisleri,0.533
27,0.728,7.8135,7.8218,36860,25468,Nyctalus leisleri,0.482
28,0.813,7.9815,7.9899,40104,25468,Nyctalus leisleri,0.69
29,0.685,8.1365,8.1445,37818,25468,Eptesicus serotinus,0.401
30,0.678,8.2735,8.2799,36814,25468,Eptesicus serotinus,0.403
31,0.698,8.4465,8.4529,36661,25468,Eptesicus serotinus,0.43
32,0.576,8.5975,8.6044,34159,26328,Eptesicus serotinus,0.338
33,0.475,8.7805,8.7881,32601,24609,Eptesicus serotinus,0.295
34,0.549,9.9195,9.927,34528,25468,Eptesicus serotinus,0.394
35,0.553,10.0705,10.0769,34798,26328,Eptesicus serotinus,0.356
36,0.55,10.1905,10.1966,34491,25468,Eptesicus serotinus,0.362
37,0.496,10.4085,10.4154,34075,24609,Eptesicus serotinus,0.282
