id,det_prob,start_time,end_time,high_freq,low_freq,class,class_prob
0,0.525,0.0015,0.0146,28421,23750,Nyctalus leisleri,0.466
1,0.753,0.2155,0.2271,32707,25468,Nyctalus leisleri,0.506
2,0.782,0.5335,0.5486,26132,22890,Nyctalus leisleri,0.761
3,0.778,0.8445,0.8562,32832,24609,Nyctalus leisleri,0.528
4,0.463,1.0695,1.0846,29171,24609,Nyctalus leisleri,0.325
5,0.711,1.2925,1.3056,29733,24609,Nyctalus leisleri,0.61
6,0.668,1.5275,1.5394,31562,24609,Nyctalus leisleri,0.475
7,0.751,1.7585,1.7707,31622,24609,Nyctalus leisleri,0.583
8,0.798,1.9835,1.9977,29720,23750,Nyctalus leisleri,0.691
9,0.723,2.2305,2.244,30556,23750,Nyctalus leisleri,0.569
10,0.759,2.4735,2.4886,27294,23750,Nyctalus leisleri,0.703
11,0.82,2.8165,2.8305,29146,23750,Nyctalus leisleri,0.732
12,0.804,3.0335,3.0456,37798,24609,Nyctalus leisleri,0.709
13,0.742,3.2525,3.2649,33118,24609,Nyctalus leisleri,0.529
14,0.806,3.4765,3.4863,34595,25468,Nyctalus leisleri,0.674
15,0.7,3.7065,3.7185,30325,23750,Nyctalus leisleri,0.586
16,0.703,3.9295,3.9404,32288,24609,Nyctalus leisleri,0.472
17,0.722,4.0545,4.0654,35019,26328,Nyctalus leisleri,0.365
18,0.695,4.1855,4.1956,36489,27187,Eptesicus serotinus,0.332
19,0.714,4.3465,4.3556,37971,27187,Eptesicus serotinus,0.395
20,0.467,4.6415,4.6489,33445,24609,Eptesicus serotinus,0.297
21,0.505,5.0455,5.0598,34088,25468,Eptesicus serotinus,0.276
22,0.632,5.2055,5.2201,33466,25468,Eptesicus serotinus,0.315
23,0.533,5.3325,5.3457,33871,27187,Eptesicus serotinus,0.246
24,0.56,6.0675,6.0784,31612,24609,Nyctalus leisleri,0.263
25,0.554,6.2675,6.2796,30754,24609,Nyctalus leisleri,0.282
