id,det_prob,start_time,end_time,high_freq,low_freq,class,class_prob
0,0.743,0.1115,0.1169,55486,39218,Pipistrellus nathusii,0.72
1,0.869,0.3045,0.3111,57728,39218,Pipistrellus nathusii,0.86
2,0.844,0.4165,0.424,56217,38359,Pipistrellus nathusii,0.83
3,0.883,0.6095,0.6164,59601,38359,Pipistrellus nathusii,0.877
4,0.82,0.7285,0.7367,51608,36640,Pipistrellus nathusii,0.795
5,0.82,0.9315,0.9397,54508,37500,Pipistrellus nathusii,0.793
6,0.809,1.1265,1.1372,42237,35781,Pipistrellus nathusii,0.791
7,0.702,1.1875,1.1932,55325,39218,Pipistrellus nathusii,0.673
8,0.555,1.2315,1.2378,62013,38359,Pipistrellus nathusii,0.389
9,0.492,1.2695,1.2752,67065,35781,Myotis daubentonii,0.258
10,0.415,1.2905,1.2963,64695,34062,Myotis daubentonii,0.187
11,0.404,1.3085,1.3132,59751,35781,Myotis daubentonii,0.181
12,0.416,1.3315,1.3379,66952,37500,Pipistrellus nathusii,0.137
13,0.819,1.4945,1.5013,69817,39218,Pipistrellus nathusii,0.788
14,0.822,1.7085,1.7149,67760,38359,Pipistrellus nathusii,0.81
15,0.809,1.8775,1.8843,67836,38359,Pipistrellus nathusii,0.78
16,0.749,1.9715,1.9776,67612,38359,Pipistrellus nathusii,0.713
17,0.593,2.0495,2.0568,66506,38359,Pipistrellus nathusii,0.265
18,0.495,2.1235,2.1297,66130,38359,Pipistrellus nathusii,0.302
19,0.564,2.1835,2.1883,63887,35781,Myotis daubentonii,0.28
20,0.54,2.2015,2.2065,66043,34921,Myotis daubentonii,0.269
21,0.828,2.5855,2.5941,49797,36640,Pipistrellus nathusii,0.816
22,0.885,2.6985,2.7069,45816,37500,Pipistrellus nathusii,0.878
23,0.826,2.8455,2.8541,48546,36640,Pipistrellus nathusii,0.82
24,0.821,3.1545,3.1633,45331,36640,Pipistrellus nathusii,0.8
25,0.803,3.4495,3.457,46531,36640,Pipistrellus nathusii,0.798
26,0.684,3.6515,3.6632,41634,35781,Pipistrellus nathusii,0.65
27,0.835,3.8695,3.8781,44236,37500,Pipistrellus nathusii,0.83
28,0.803,4.0755,4.0858,42173,35781,Pipistrellus nathusii,0.794
29,0.812,4.2795,4.2883,44621,36640,Pipistrellus nathusii,0.799
30,0.84,4.3975,4.4065,50631,36640,Pipistrellus nathusii,0.824
31,0.839,4.5185,4.527,44962,36640,Pipistrellus nathusii,0.834
32,0.883,4.6385,4.6492,41960,35781,Pipistrellus nathusii,0.863
33,0.833,4.8385,4.8493,42586,35781,Pipistrellus nathusii,0.825
34,0.792,5.1435,5.1555,40981,35781,Pipistrellus nathusii,0.75
35,0.816,5.3515,5.3634,42171,35781,Pipistrellus nathusii,0.806
36,0.804,5.5585,5.5696,42401,35781,Pipistrellus nathusii,0.792
37,0.665,5.7625,5.7753,40351,35781,Pipistrellus nathusii,0.601
38,0.734,6.0695,6.0827,39807,35781,Nyctalus leisleri,0.34
39,0.649,6.3945,6.4077,40366,35781,Pipistrellus nathusii,0.34
40,0.533,6.6075,6.6225,39263,35781,Pipistrellus nathusii,0.377
41,0.463,6.9365,6.9486,39476,35781,Pipistrellus nathusii,0.426
42,0.617,7.1525,7.1662,39714,35781,Pipistrellus nathusii,0.242
43,0.691,7.3715,7.383,40971,35781,Pipistrellus nathusii,0.569
44,0.62,7.7215,7.7313,41898,36640,Pipistrellus nathusii,0.571
45,0.415,7.8855,7.8981,39449,35781,Pipistrellus nathusii,0.376
46,0.57,8.3155,8.3284,39676,35781,Pipistrellus nathusii,0.218
47,0.445,8.8475,8.8615,40398,36640,Pipistrellus nathusii,0.297
