id,det_prob,start_time,end_time,high_freq,low_freq,class,class_prob
0,0.618,0.0015,0.0093,44544,38359,Pipistrellus nathusii,0.611
1,0.812,0.1675,0.178,43099,37500,Pipistrellus nathusii,0.807
2,0.55,0.2425,0.2482,47204,40937,Pipistrellus nathusii,0.535
3,0.786,0.3665,0.3751,47039,40078,Pipistrellus nathusii,0.771
4,0.743,0.4155,0.4238,45172,38359,Pipistrellus nathusii,0.738
5,0.72,0.6065,0.6156,46113,38359,Pipistrellus nathusii,0.707
6,0.75,0.8055,0.8147,44042,37500,Pipistrellus nathusii,0.743
7,0.792,0.8285,0.8371,46704,39218,Pipistrellus nathusii,0.788
8,0.843,1.0025,1.0098,48973,39218,Pipistrellus nathusii,0.837
9,0.718,1.0385,1.0477,45828,39218,Pipistrellus nathusii,0.711
10,0.7,1.1685,1.1759,46267,40078,Pipistrellus nathusii,0.693
11,0.876,1.2035,1.2116,48750,38359,Pipistrellus nathusii,0.87
12,0.678,1.2895,1.2985,46011,39218,Pipistrellus nathusii,0.666
13,0.841,1.3645,1.3731,48557,38359,Pipistrellus nathusii,0.829
14,0.738,1.5375,1.5467,44891,39218,Pipistrellus nathusii,0.734
15,0.823,1.6065,1.6142,46758,38359,Pipistrellus nathusii,0.818
16,0.712,1.6475,1.6572,45697,39218,Pipistrellus nathusii,0.705
17,0.872,1.7745,1.7834,54931,38359,Pipistrellus nathusii,0.857
18,0.766,1.8155,1.8251,46023,38359,Pipistrellus nathusii,0.758
19,0.834,1.8835,1.8908,52765,40078,Pipistrellus nathusii,0.827
20,0.751,1.9335,1.9404,48161,39218,Pipistrellus nathusii,0.74
21,0.848,2.0945,2.1017,49846,39218,Pipistrellus nathusii,0.846
22,0.792,2.1835,2.1922,48704,39218,Pipistrellus nathusii,0.781
23,0.685,2.2585,2.2668,47048,39218,Pipistrellus nathusii,0.674
24,0.864,2.3055,2.3128,51632,40078,Pipistrellus nathusii,0.858
25,0.693,2.3885,2.3974,45933,39218,Pipistrellus nathusii,0.686
26,0.791,2.4975,2.5042,50193,40078,Pipistrellus nathusii,0.786
27,0.752,2.5205,2.531,43655,37500,Pipistrellus nathusii,0.747
28,0.843,2.6035,2.6114,49179,39218,Pipistrellus nathusii,0.84
29,0.803,2.6945,2.7026,46852,38359,Pipistrellus nathusii,0.795
30,0.893,2.8485,2.8562,55107,39218,Pipistrellus nathusii,0.89
31,0.802,2.9285,2.9382,44187,37500,Pipistrellus nathusii,0.798
32,0.809,2.9895,2.997,52062,39218,Pipistrellus nathusii,0.805
33,0.628,3.1465,3.154,44414,37500,Pipistrellus nathusii,0.616
34,0.869,3.2125,3.2199,57750,39218,Pipistrellus nathusii,0.864
35,0.741,3.3175,3.3256,44034,37500,Pipistrellus nathusii,0.734
36,0.816,3.3645,3.3725,53467,39218,Pipistrellus nathusii,0.809
37,0.722,3.4655,3.4738,45334,38359,Pipistrellus nathusii,0.712
38,0.821,3.4975,3.5046,51997,40078,Pipistrellus nathusii,0.808
39,0.829,3.6385,3.6461,50602,39218,Pipistrellus nathusii,0.823
40,0.56,3.8215,3.8306,44571,38359,Pipistrellus nathusii,0.54
41,0.793,3.8305,3.8373,52214,40078,Pipistrellus nathusii,0.79
42,0.746,3.9325,3.9398,46493,38359,Pipistrellus nathusii,0.735
