id,det_prob,start_time,end_time,high_freq,low_freq,class,class_prob
0,0.63,0.1955,0.2041,50873,45234,Pipistrellus pipistrellus,0.621
1,0.639,0.3005,0.3098,51101,45234,Pipistrellus pipistrellus,0.617
2,0.711,0.4055,0.4149,51072,44375,Pipistrellus pipistrellus,0.694
3,0.693,0.5105,0.5199,49908,44375,Pipistrellus pipistrellus,0.655
4,0.559,0.6185,0.6314,48901,44375,Pipistrellus pipistrellus,0.454
5,0.55,0.7295,0.7414,49948,44375,Pipistrellus pipistrellus,0.498
6,0.61,0.8305,0.8433,49094,43515,Pipistrellus pipistrellus,0.504
7,0.561,0.9375,0.95,49973,44375,Pipistrellus pipistrellus,0.522
8,0.616,1.0445,1.0574,48428,43515,Pipistrellus pipistrellus,0.555
9,0.677,1.2305,1.239,51982,44375,Pipistrellus pipistrellus,0.659
10,0.521,1.3365,1.3512,48137,43515,Pipistrellus pipistrellus,0.433
11,0.572,1.4475,1.4586,50117,44375,Pipistrellus pipistrellus,0.517
12,0.584,1.5535,1.568,48431,43515,Pipistrellus pipistrellus,0.466
13,0.707,1.6585,1.667,51625,44375,Pipistrellus pipistrellus,0.693
14,0.717,1.7585,1.7666,51817,45234,Pipistrellus pipistrellus,0.701
15,0.691,1.8595,1.8676,51145,45234,Pipistrellus pipistrellus,0.662
16,0.646,1.9575,1.9657,53590,44375,Pipistrellus pipistrellus,0.627
17,0.605,2.0575,2.0657,52147,45234,Pipistrellus pipistrellus,0.591
18,0.478,2.1605,2.1715,51362,44375,Pipistrellus pipistrellus,0.463
19,0.696,2.2615,2.2692,52666,45234,Pipistrellus pipistrellus,0.686
20,0.559,2.3645,2.3744,50261,43515,Pipistrellus pipistrellus,0.551
21,0.721,2.4675,2.4766,52313,45234,Pipistrellus pipistrellus,0.711
22,0.751,2.6545,2.6621,51903,44375,Pipistrellus pipistrellus,0.746
23,0.772,2.7545,2.7629,51491,44375,Pipistrellus pipistrellus,0.766
24,0.739,2.8575,2.8655,51509,44375,Pipistrellus pipistrellus,0.733
25,0.798,3.0425,3.0494,53163,44375,Pipistrellus pipistrellus,0.793
26,0.692,3.1465,3.1539,51594,43515,Pipistrellus pipistrellus,0.686
27,0.742,3.2485,3.2557,53216,45234,Pipistrellus pipistrellus,0.731
28,0.744,3.4335,3.4405,53905,44375,Pipistrellus pipistrellus,0.74
29,0.692,3.5345,3.5438,50576,43515,Pipistrellus pipistrellus,0.678
30,0.729,3.6365,3.6437,54786,45234,Pipistrellus pipistrellus,0.717
31,0.752,3.7415,3.7485,52914,45234,Pipistrellus pipistrellus,0.747
32,0.783,3.9515,3.9601,55092,44375,Pipistrellus pipistrellus,0.777
33,0.527,4.0515,4.0644,50967,43515,Pipistrellus pipistrellus,0.441
34,0.758,4.1555,4.1635,58501,44375,Pipistrellus pipistrellus,0.736
35,0.765,4.2635,4.2706,61724,44375,Pipistrellus pipistrellus,0.752
36,0.768,4.4395,4.4472,59595,43515,Pipistrellus pipistrellus,0.755
37,0.7,4.5435,4.5524,53687,43515,Pipistrellus pipistrellus,0.687
38,0.758,4.6325,4.6402,62887,44375,Pipistrellus pipistrellus,0.744
