id,det_prob,start_time,end_time,high_freq,low_freq,class,class_prob
0,0.66,0.1125,0.1206,43488,34921,Nyctalus leisleri,0.267
1,0.681,0.3415,0.3493,42372,34062,Nyctalus leisleri,0.237
2,0.67,0.4515,0.4592,43517,34062,Eptesicus serotinus,0.309
3,0.639,0.6965,0.7035,45361,34062,Eptesicus serotinus,0.323
4,0.766,0.8235,0.8323,47509,34062,Eptesicus serotinus,0.368
5,0.77,0.9425,0.9501,45070,34062,Eptesicus serotinus,0.36
6,0.76,1.2885,1.2968,44483,34062,Nyctalus leisleri,0.346
7,0.74,1.4255,1.4363,47892,33203,Eptesicus serotinus,0.338
8,0.789,1.6845,1.6928,47205,34062,Nyctalus leisleri,0.331
9,0.724,2.0555,2.0645,47658,34062,Eptesicus serotinus,0.426
10,0.672,2.1785,2.1902,45460,33203,Eptesicus serotinus,0.428
11,0.719,2.4175,2.428,50896,34062,Eptesicus serotinus,0.359
12,0.688,2.7825,2.7919,46636,34062,Eptesicus serotinus,0.317
13,0.578,2.9065,2.9178,45505,33203,Eptesicus serotinus,0.268
14,0.747,3.2735,3.2857,53210,32343,Eptesicus serotinus,0.553
15,0.712,3.3995,3.4125,47750,32343,Eptesicus serotinus,0.578
16,0.65,3.7535,3.7639,54930,33203,Pipistrellus nathusii,0.411
17,0.647,3.8805,3.8921,49087,32343,Eptesicus serotinus,0.463
18,0.429,4.1185,4.1267,59225,33203,Pipistrellus nathusii,0.217
19,0.48,4.3575,4.3665,53095,31484,Eptesicus serotinus,0.367
20,0.403,4.4845,4.4931,60509,33203,Pipistrellus nathusii,0.166
21,0.409,4.7345,4.742,61692,32343,Eptesicus serotinus,0.204
22,0.606,4.8545,4.8618,53168,28906,Eptesicus serotinus,0.489
23,0.511,4.9755,4.9832,62443,32343,Eptesicus serotinus,0.345
24,0.671,5.0995,5.1073,53156,30625,Eptesicus serotinus,0.56
25,0.507,5.2155,5.223,59517,32343,Eptesicus serotinus,0.343
26,0.686,5.3355,5.3436,51286,31484,Eptesicus serotinus,0.567
27,0.659,5.4155,5.4229,53638,31484,Eptesicus serotinus,0.519
28,0.502,5.5585,5.565,58679,30625,Eptesicus serotinus,0.396
29,0.573,5.6845,5.6921,52345,32343,Eptesicus serotinus,0.472
30,0.557,5.7935,5.8004,58238,31484,Eptesicus serotinus,0.426
31,0.532,5.9125,5.9176,48220,32343,Eptesicus serotinus,0.415
32,0.646,6.0265,6.0334,53347,31484,Eptesicus serotinus,0.57
33,0.5,6.1385,6.1458,43279,32343,Eptesicus serotinus,0.399
34,0.624,6.2475,6.2531,45797,31484,Eptesicus serotinus,0.528
35,0.617,6.3545,6.3595,46871,32343,Eptesicus serotinus,0.512
36,0.583,6.4055,6.4108,47477,32343,Eptesicus serotinus,0.478
37,0.657,6.4485,6.4544,46486,30625,Eptesicus serotinus,0.566
38,0.645,6.5575,6.5625,46334,33203,Eptesicus serotinus,0.523
39,0.666,6.6615,6.6677,48975,32343,Eptesicus serotinus,0.579
40,0.599,6.7795,6.7857,45838,32343,Eptesicus serotinus,0.504
41,0.636,6.9175,6.924,47408,33203,Eptesicus serotinus,0.547
42,0.648,7.0185,7.0243,45990,33203,Eptesicus serotinus,0.509
43,0.492,7.1455,7.1537,43819,33203,Eptesicus serotinus,0.394
44,0.623,7.2695,7.2768,45086,33203,Eptesicus serotinus,0.44
45,0.537,7.5345,7.5428,42279,34062,Eptesicus serotinus,0.328
46,0.584,7.7825,7.79,43262,34062,Eptesicus serotinus,0.349
47,0.722,8.0155,8.0237,42453,33203,Pipistrellus nathusii,0.291
48,0.759,8.1425,8.1505,43063,34062,Nyctalus leisleri,0.262
49,0.711,8.3865,8.3957,40538,34062,Pipistrellus nathusii,0.27
