id,det_prob,start_time,end_time,high_freq,low_freq,class,class_prob
0,0.623,0.0995,0.1052,48330,33203,Eptesicus serotinus,0.441
1,0.598,0.2035,0.2092,51948,32343,Eptesicus serotinus,0.459
2,0.645,0.3115,0.3167,51210,32343,Eptesicus serotinus,0.513
3,0.618,0.3845,0.3892,48319,33203,Eptesicus serotinus,0.449
4,0.588,0.4445,0.4494,47755,33203,Eptesicus serotinus,0.424
5,0.632,0.5395,0.5445,51476,31484,Eptesicus serotinus,0.497
6,0.61,0.6035,0.6092,46581,30625,Eptesicus serotinus,0.461
7,0.629,0.6715,0.6768,56139,32343,Eptesicus serotinus,0.516
8,0.659,0.7665,0.7712,53424,31484,Eptesicus serotinus,0.521
9,0.701,0.8705,0.8754,54108,31484,Eptesicus serotinus,0.563
10,0.544,0.9805,0.9866,59427,31484,Eptesicus serotinus,0.443
11,0.624,1.0885,1.0938,57383,31484,Eptesicus serotinus,0.512
12,0.686,1.2005,1.2069,57292,32343,Eptesicus serotinus,0.562
13,0.697,1.3285,1.3355,54877,32343,Eptesicus serotinus,0.572
14,0.659,1.4515,1.459,63117,31484,Eptesicus serotinus,0.55
15,0.694,1.6905,1.6984,62452,32343,Eptesicus serotinus,0.557
16,0.696,2.0495,2.0571,49712,32343,Eptesicus serotinus,0.538
17,0.663,2.3995,2.4087,46783,32343,Eptesicus serotinus,0.385
18,0.765,2.6815,2.6902,52156,33203,Eptesicus serotinus,0.666
19,0.752,3.0375,3.0449,48083,33203,Eptesicus serotinus,0.652
20,0.749,3.5275,3.5366,49456,32343,Eptesicus serotinus,0.66
21,0.735,3.8995,3.9073,46062,33203,Eptesicus serotinus,0.544
22,0.697,4.2545,4.2638,43277,33203,Eptesicus serotinus,0.335
23,0.709,4.5185,4.5271,42544,33203,Eptesicus serotinus,0.295
24,0.725,4.8955,4.9051,39348,32343,Pipistrellus nathusii,0.348
25,0.716,5.2905,5.2994,40549,32343,Pipistrellus nathusii,0.284
26,0.537,5.6465,5.6568,39033,33203,Eptesicus serotinus,0.203
27,0.666,5.9945,6.0035,39759,33203,Pipistrellus nathusii,0.289
28,0.438,6.3115,6.3226,37472,33203,Pipistrellus nathusii,0.17
29,0.553,6.7225,6.7314,38423,32343,Pipistrellus nathusii,0.186
