INDIR,FOLDER,IN FILE,DURATION,DATE,TIME,HOUR,DATE-12,TIME-12,HOUR-12,LATITUDE,LONGITUDE,MODEL,SERIAL NO,FIRMWARE,PREFIX,NOTES,AUTO ID,PULSES,MATCHING,MATCH RATIO,MARGIN,FILES,MANUAL ID,ORGID,USERID,REVIEW ORGID,REVIEW USERID,INPATHMD5
C:\Offline\aspot_bats\validation_kaleidoscope\denmark\denmark,,NYMND-PLTG_20241025_220930.wav,4.464,2024-10-25,22:09:30,22,2024-10-25,10:09:30,10,55.55796,8.08325,SM4BAT-FS,S4U17634,2.4.8,NYMND-PLTG,,,,,,,1,,,,,,CdUM6GQSwswmtzxsy67nxg==
C:\Offline\aspot_bats\validation_kaleidoscope\denmark\denmark,,NS8_20230415_041228.wav,15,2023-04-15,04:12:28,4,2023-04-14,16:12:28,16,55.88101,7.02863,SM4BAT-FS,S4U17586,2.4.6,NS8,,,,,,,1,,,,,,xltE+kCwJDV3kQnzSVoUYA==
C:\Offline\aspot_bats\validation_kaleidoscope\denmark\denmark,,NYMND-PLTG_20241023_180614.wav,8.290667,2024-10-23,18:06:14,18,2024-10-23,06:06:14,6,55.55796,8.08325,SM4BAT-FS,S4U17634,2.4.8,NYMND-PLTG,,,,,,,1,,,,,,BfRt2Qndkm9DCF1LPCdkBg==
C:\Offline\aspot_bats\validation_kaleidoscope\denmark\denmark,,REJSBY_20240403_203640.wav,9.054667,2024-04-03,20:36:40,20,2024-04-03,08:36:40,8,55.55796,8.08325,SM4BAT-FS,S4U17623,2.4.8,REJSBY,,,,,,,1,,,,,,giHK1clkJl/Z2BmzcKnmGQ==
C:\Offline\aspot_bats\validation_kaleidoscope\denmark\denmark,,REJSBY_20250329_215116.wav,7.036,2025-03-29,21:51:16,21,2025-03-29,09:51:16,9,55.2372,8.7078,SM4BAT-FS,S4U17623,2.4.8,REJSBY,,,,,,,1,,,,,,NI/IgQ6TkEqkHKie1vXF5w==
C:\Offline\aspot_bats\validation_kaleidoscope\denmark\denmark,,REJSBY_20250401_205222.wav,7.22,2025-04-01,20:52:22,20,2025-04-01,08:52:22,8,55.2372,8.7078,SM4BAT-FS,S4U17623,2.4.8,REJSBY,,,,,,,1,,,,,,AkZQ1uDcLlSkwuBA25oErQ==
C:\Offline\aspot_bats\validation_kaleidoscope\denmark\denmark,,REJSBY_20250401_195326.wav,9.874666,2025-04-01,19:53:26,19,2025-04-01,07:53:26,7,55.2372,8.7078,SM4BAT-FS,S4U17623,2.4.8,REJSBY,,,,,,,1,,,,,,KwQC7JY89X/lK2qmjFBsJA==
C:\Offline\aspot_bats\validation_kaleidoscope\denmark\denmark,,REJSBY_20250402_012558.wav,9.822667,2025-04-02,01:25:58,1,2025-04-01,13:25:58,13,55.2372,8.7078,SM4BAT-FS,S4U17623,2.4.8,REJSBY,,,,,,,1,,,,,,a6gi4W96tVI7GOrxsMyPDw==
C:\Offline\aspot_bats\validation_kaleidoscope\denmark\denmark,,REJSBY_20250403_002250.wav,8.576,2025-04-03,00:22:50,0,2025-04-02,12:22:50,12,55.2372,8.7078,SM4BAT-FS,S4U17623,2.4.8,REJSBY,,,,,,,1,,,,,,JrNqqgVEPi2fi4IHkDptgw==
C:\Offline\aspot_bats\validation_kaleidoscope\denmark\denmark,,REJSBY_20250402_183605.wav,12.637333,2025-04-02,18:36:05,18,2025-04-02,06:36:05,6,55.2372,8.7078,SM4BAT-FS,S4U17623,2.4.8,REJSBY,,,,,,,1,,,,,,Iaj0GBh2uIUtCJCw3JuquQ==
C:\Offline\aspot_bats\validation_kaleidoscope\denmark\denmark,,ROEMOE_20230708_012550.wav,9.988,2023-07-08,01:25:50,1,2023-07-07,13:25:50,13,55.10255,8.49832,SM4BAT-FS,S4U17604,2.4.6,ROEMOE,,,,,,,1,,,,,,1MsjBiBmZIqoX+MXOgUafg==
C:\Offline\aspot_bats\validation_kaleidoscope\denmark\denmark,,REJSBY_20250329_190949.wav,15,2025-03-29,19:09:49,19,2025-03-29,07:09:49,7,55.2372,8.7078,SM4BAT-FS,S4U17623,2.4.8,REJSBY,,,,,,,1,,,,,,C69x8ML8A5eJ9eYUHYeB1g==
C:\Offline\aspot_bats\validation_kaleidoscope\denmark\denmark,,REJSBY_20250403_030007.wav,10.442667,2025-04-03,03:00:07,3,2025-04-02,15:00:07,15,55.2372,8.7078,SM4BAT-FS,S4U17623,2.4.8,REJSBY,,,,,,,1,,,,,,v7Jif2C3/8Sl8NqC8jTgOQ==
C:\Offline\aspot_bats\validation_kaleidoscope\denmark\denmark,,ROEMOE_20230807_022813.wav,5.606667,2023-08-07,02:28:13,2,2023-08-06,14:28:13,14,55.10255,8.49832,SM4BAT-FS,S4U17604,2.4.6,ROEMOE,,,,,,,1,,,,,,+lWYPEn3LLPDROvPqiUrjQ==
C:\Offline\aspot_bats\validation_kaleidoscope\denmark\denmark,,ROEMOE_20230726_210355.wav,5.597333,2023-07-26,21:03:55,21,2023-07-26,09:03:55,9,55.10255,8.49832,SM4BAT-FS,S4U17604,2.4.6,ROEMOE,,,,,,,1,,,,,,AYzKG76x3IqLNy3M23BUxg==
C:\Offline\aspot_bats\validation_kaleidoscope\denmark\denmark,,ROEMOE_20231208_210038.wav,8.496,2023-12-08,21:00:38,21,2023-12-08,09:00:38,9,55.10255,8.49832,SM4BAT-FS,S4U17604,2.4.6,ROEMOE,,,,,,,1,,,,,,ev6DCI8yKqtk4gB1d1tLtw==
C:\Offline\aspot_bats\validation_kaleidoscope\denmark\denmark,,ROEMOE_20240221_194911.wav,11.918667,2024-02-21,19:49:11,19,2024-02-21,07:49:11,7,55.10255,8.49832,SM4BAT-FS,S4U17604,2.4.6,ROEMOE,,,,,,,1,,,,,,thuLL2n2ckn/Jj8tQJGosA==
C:\Offline\aspot_bats\validation_kaleidoscope\denmark\denmark,,ROEMOE_20241008_040015.wav,7.033333,2024-10-08,04:00:15,4,2024-10-07,16:00:15,16,55.10255,8.49832,SM4BAT-FS,S4U17604,2.4.8,ROEMOE,,,,,,,1,,,,,,+DcWcA4ZOm9tvxLVCVwryQ==
C:\Offline\aspot_bats\validation_kaleidoscope\denmark\denmark,,ROEMOE_20230810_213203.wav,15,2023-08-10,21:32:03,21,2023-08-10,09:32:03,9,55.10255,8.49832,SM4BAT-FS,S4U17604,2.4.6,ROEMOE,,,,,,,1,,,,,,FHju5Fmg+w7+7aBUZUfxFA==
C:\Offline\aspot_bats\validation_kaleidoscope\denmark\denmark,,SKAGEN_20240103_211549.wav,8.984,2024-01-03,21:15:49,21,2024-01-03,09:15:49,9,57.74531,10.64704,SM4BAT-FS,S4U05565,2.4.6,SKAGEN,,,,,,,1,,,,,,iCJdOT4GfOUEbr/H4uJP3Q==
C:\Offline\aspot_bats\validation_kaleidoscope\denmark\denmark,,ROEMOE_20241007_230059.wav,14.298667,2024-10-07,23:00:59,23,2024-10-07,11:00:59,11,55.10255,8.49832,SM4BAT-FS,S4U17604,2.4.8,ROEMOE,,,,,,,1,,,,,,09sL9fDJp+42usvVhHTRkA==
C:\Offline\aspot_bats\validation_kaleidoscope\denmark\denmark,,SKAGEN_20231019_163226.wav,13.69,2023-10-19,16:32:26,16,2023-10-19,04:32:26,4,57.74531,10.64704,SM4BAT-FS,S4U05565,2.4.6,SKAGEN,,,,,,,1,,,,,,IdQnJR2P73js16LqLekI7w==
C:\Offline\aspot_bats\validation_kaleidoscope\denmark\denmark,,SKAGEN_20230728_025032.wav,13,2023-07-28,02:50:32,2,2023-07-27,14:50:32,14,57.74531,10.64704,SM4BAT-FS,S4U05565,2.4.6,SKAGEN,,,,,,,1,,,,,,NqTJj0DScTie0qahRKdYUQ==
C:\Offline\aspot_bats\validation_kaleidoscope\denmark\denmark,,SKJERN_20250409_221312.wav,3.004,2025-04-09,22:13:12,22,2025-04-09,10:13:12,10,55.90144,8.38915,SM4BAT-FS,S4U18502,2.4.8,SKJERN,,,,,,,1,,,,,,N9PYBud/CQO0BWcpkGsDvQ==
C:\Offline\aspot_bats\validation_kaleidoscope\denmark\denmark,,SKJERN_20231110_191255.wav,11.397333,2023-11-10,19:12:55,19,2023-11-10,07:12:55,7,55.91275,8.40485,SM4BAT-FS,S4U17599,2.4.6,SKJERN,,,,,,,1,,,,,,iZv/9mXyUhwpijRM7zfCXw==
C:\Offline\aspot_bats\validation_kaleidoscope\denmark\denmark,,SKJERN_20240221_214349.wav,5.010667,2024-02-21,21:43:49,21,2024-02-21,09:43:49,9,55.91275,8.40485,SM4BAT-FS,S4U17599,2.4.6,SKJERN,,,,,,,1,,,,,,l7/qUZEFsWz2FSpmbIUOTA==
C:\Offline\aspot_bats\validation_kaleidoscope\denmark\denmark,,SKJERN_20250407_201527.wav,6.969333,2025-04-07,20:15:27,20,2025-04-07,08:15:27,8,55.90144,8.38915,SM4BAT-FS,S4U18502,2.4.8,SKJERN,,,,,,,1,,,,,,73jb3nc8Xvf15hHTM0RoCQ==
C:\Offline\aspot_bats\validation_kaleidoscope\denmark\denmark,,STADILO_20250402_214504.wav,5.668,2025-04-02,21:45:04,21,2025-04-02,09:45:04,9,55.89269,8.1458,SM4BAT-FS,S4U17582,2.4.8,STADILO,,,,,,,1,,,,,,0ZovHgqgAmjJRWvyd13+0g==
C:\Offline\aspot_bats\validation_kaleidoscope\denmark\denmark,,STADILOE_20240321_221150.wav,9.062667,2024-03-21,22:11:50,22,2024-03-21,10:11:50,10,55.55796,8.08325,SM4BAT-FS,S4U17596,2.4.8,STADILOE,,,,,,,1,,,,,,2dKc/e96lrjyRRQ3ZDOi1w==
C:\Offline\aspot_bats\validation_kaleidoscope\denmark\denmark,,STADILOE_20240102_224359.wav,15,2024-01-02,22:43:59,22,2024-01-02,10:43:59,10,55.55796,8.08325,SM4BAT-FS,S4U17596,2.4.6,STADILOE,,,,,,,1,,,,,,dLlTFH+8N9KcyU0pZqWmgg==
C:\Offline\aspot_bats\validation_kaleidoscope\denmark\denmark,,STADILO_20250402_213551.wav,8.390667,2025-04-02,21:35:51,21,2025-04-02,09:35:51,9,55.89269,8.1458,SM4BAT-FS,S4U17582,2.4.8,STADILO,,,,,,,1,,,,,,cJQrAGn87O/Ne+svHfZ0jg==
C:\Offline\aspot_bats\validation_kaleidoscope\denmark\denmark,,STADILO_20250402_232001.wav,4.046667,2025-04-02,23:20:01,23,2025-04-02,11:20:01,11,55.89269,8.1458,SM4BAT-FS,S4U17582,2.4.8,STADILO,,,,,,,1,,,,,,hri08a+zJxFsUf02WuIjgw==
C:\Offline\aspot_bats\validation_kaleidoscope\denmark\denmark,,STADILO_20250402_221721.wav,7.876,2025-04-02,22:17:21,22,2025-04-02,10:17:21,10,55.89269,8.1458,SM4BAT-FS,S4U17582,2.4.8,STADILO,,,,,,,1,,,,,,XG7+KtnZiZ+MM7vNZeeBfQ==
C:\Offline\aspot_bats\validation_kaleidoscope\denmark\denmark,,STADILO_20250402_220825.wav,7.1,2025-04-02,22:08:25,22,2025-04-02,10:08:25,10,55.89269,8.1458,SM4BAT-FS,S4U17582,2.4.8,STADILO,,,,,,,1,,,,,,gsGcN1dWMWbRI8njq8vDjA==
C:\Offline\aspot_bats\validation_kaleidoscope\denmark\denmark,,STADILO_20250402_211359.wav,15,2025-04-02,21:13:59,21,2025-04-02,09:13:59,9,55.89269,8.1458,SM4BAT-FS,S4U17582,2.4.8,STADILO,,,,,,,1,,,,,,Mxr5Leqks32M0HtcCXC4Sg==
C:\Offline\aspot_bats\validation_kaleidoscope\denmark\denmark,,STADILO_20250403_013233.wav,9.002666,2025-04-03,01:32:33,1,2025-04-02,13:32:33,13,55.89269,8.1458,SM4BAT-FS,S4U17582,2.4.8,STADILO,,,,,,,1,,,,,,48qPXguH3aqMZfeSfzI2vg==
C:\Offline\aspot_bats\validation_kaleidoscope\denmark\denmark,,T3-NS26C_20230907_201147.wav,13,2023-09-07,20:11:47,20,2023-09-07,08:11:47,8,56.2706,7.69458,SM4BAT-FS,S4U17576,2.4.6,T3-NS26C,,,,,,,1,,,,,,zbryYcWTmlogmzimY1Zv6Q==
C:\Offline\aspot_bats\validation_kaleidoscope\denmark\denmark,,T3-NS26-C_20230502_021917.wav,13,2023-05-02,02:19:17,2,2023-05-01,14:19:17,14,56.2706,7.69458,SM4BAT-FS,S4U17572,2.4.6,T3-NS26-C,,,,,,,1,,,,,,0bQ7bpgyip6FeFEOQA7cSA==
