KALEIDOSCOPE 5.8.1
Bats of Europe 5.7.0 S/A: 0,BARBAR,EPTNIL,EPTSER,MYOBEC,MYOBRA,MYODAS,MYODAU,MYOMYS,MYONAT,NYCNOC,PIPNAT,PIPPIP,PIPPYG,PLEAUR,VESMUR,,NOID,NOISE,,Presence P-Values:,BARBAR,EPTNIL,EPTSER,MYOBEC,MYOBRA,MYODAS,MYODAU,MYOMYS,MYONAT,NYCNOC,PIPNAT,PIPPIP,PIPPYG,PLEAUR,VESMUR
"",,,16,,,6,9,,,3,24,20,9,1,7,,31,84,,,1.0000000,1.0000000,0.0000000,1.0000000,1.0000000,0.0000159,0.0000001,1.0000000,1.0000000,0.0056156,0.0000000,0.0000000,0.0000000,0.7579781,0.0000002,
