"tstart","file","result","buzz","path","passes","pass_thresh","exp","buzzprob","channel","minfreq","maxfreq","model"
0.223,"20220810_A-03_P-B_191200_4_Emb.wav",0.9996,"Buzz","analysis/data/buzz_detector/validation_data/audio/panama","FALSE","FALSE",1,0.8,"left",20000,50000,"rf_TEST18(17_3_24)"
0.207,"20220810_A-03_P-B_191200_5_Mol.wav",0.9802,"Buzz","analysis/data/buzz_detector/validation_data/audio/panama","FALSE","FALSE",1,0.8,"left",20000,50000,"rf_TEST18(17_3_24)"
0.229,"20220810_A-03_P-B_191200_9_Emb.wav",1,"Buzz","analysis/data/buzz_detector/validation_data/audio/panama","FALSE","FALSE",1,0.8,"left",20000,50000,"rf_TEST18(17_3_24)"
0.132,"20220810_A-03_P-B_191300_4_Mol.wav",0.996,"Buzz","analysis/data/buzz_detector/validation_data/audio/panama","FALSE","FALSE",1,0.8,"left",20000,50000,"rf_TEST18(17_3_24)"
0.216,"20220810_A-03_P-B_191600_17_Emb.wav",0.9876,"Buzz","analysis/data/buzz_detector/validation_data/audio/panama","FALSE","FALSE",1,0.8,"left",20000,50000,"rf_TEST18(17_3_24)"
0.292,"20220810_A-03_P-B_191900_1_Emb.wav",0.96,"Buzz","analysis/data/buzz_detector/validation_data/audio/panama","FALSE","FALSE",1,0.8,"left",20000,50000,"rf_TEST18(17_3_24)"
0.177,"20220810_A-03_P-B_191900_12_Mol.wav",0.996,"Buzz","analysis/data/buzz_detector/validation_data/audio/panama","FALSE","FALSE",1,0.8,"left",20000,50000,"rf_TEST18(17_3_24)"
0.206,"20220810_A-03_P-B_192100_2_Emb.wav",0.980366666666667,"Buzz","analysis/data/buzz_detector/validation_data/audio/panama","FALSE","FALSE",1,0.8,"left",20000,50000,"rf_TEST18(17_3_24)"
0.212,"20220810_A-03_P-B_192100_8_Mol.wav",1,"Buzz","analysis/data/buzz_detector/validation_data/audio/panama","FALSE","FALSE",1,0.8,"left",20000,50000,"rf_TEST18(17_3_24)"
0.253,"20220810_A-03_P-B_192100_9_Emb&Mol.wav",0.8755,"Buzz","analysis/data/buzz_detector/validation_data/audio/panama","FALSE","FALSE",1,0.8,"left",20000,50000,"rf_TEST18(17_3_24)"
0.25,"20220810_A-03_P-B_192200_1_Emb.wav",0.988366666666667,"Buzz","analysis/data/buzz_detector/validation_data/audio/panama","FALSE","FALSE",1,0.8,"left",20000,50000,"rf_TEST18(17_3_24)"
0.237,"20220810_A-03_P-B_192200_3_Emb.wav",0.9956,"Buzz","analysis/data/buzz_detector/validation_data/audio/panama","FALSE","FALSE",1,0.8,"left",20000,50000,"rf_TEST18(17_3_24)"
0.212,"20220810_A-03_P-B_192300_3_Emb.wav",0.986033333333333,"Buzz","analysis/data/buzz_detector/validation_data/audio/panama","FALSE","FALSE",1,0.8,"left",20000,50000,"rf_TEST18(17_3_24)"
0.19,"20220810_A-03_P-B_192400_8_Mol.wav",0.9916,"Buzz","analysis/data/buzz_detector/validation_data/audio/panama","FALSE","FALSE",1,0.8,"left",20000,50000,"rf_TEST18(17_3_24)"
0.227,"20220810_A-03_P-B_192500_12_Emb.wav",0.971833333333333,"Buzz","analysis/data/buzz_detector/validation_data/audio/panama","FALSE","FALSE",1,0.8,"left",20000,50000,"rf_TEST18(17_3_24)"
0.202,"20220810_A-03_P-B_192500_6_Nalb.wav",1,"Buzz","analysis/data/buzz_detector/validation_data/audio/panama","FALSE","FALSE",1,0.8,"left",20000,50000,"rf_TEST18(17_3_24)"
